flight_id,aircraft_id,airline,origin_airport,destination_airport,aircraft_type,aircraft_age,engine_temp,oil_pressure,vibration_level,engine_rpm,fuel_consumption_rate,hydraulic_pressure,tire_pressure,brake_temperature,avionics_health_score,operational_hours,month,day_of_week,departure_hour,distance,flight_duration,takeoff_landing_cycles,days_since_last_maintenance,crew_experience,origin_temperature,origin_humidity,origin_wind_speed,origin_visibility,origin_precipitation,origin_weather_condition,destination_temperature,destination_humidity,destination_wind_speed,destination_visibility,destination_precipitation,destination_weather_condition,previous_delays_count,previous_cancellations_count,previous_maintenance_issues,aircraft_reliability_score,equipment_failure,flight_cancelled,cancellation_reason,delay_minutes
FL20013,N93208,F9,LAX,MIA,Boeing 787,11,318.6,60.7,12.56,2625,3511,2725,233,123,77,7006,9,2,12,2338,314,1058,5,14713,66,31,38,5,1,Rainy,59,21,21,5,1,Rainy,0,0,0,73,0,0,None,0
FL20014,N95609,B6,ATL,SFO,Airbus A330,12,309.0,47.1,15.42,2675,3082,2808,205,173,82,4012,2,5,5,2134,289,4971,31,10343,41,40,11,9,0,Clear,35,21,9,7,0,Cloudy,0,0,0,66,0,0,None,0
FL20015,N57869,DL,PHX,MCO,Boeing 777,20,352.3,40.6,14.03,2552,2501,2609,194,123,77,251,7,6,14,1845,246,3693,16,670,82,44,17,10,0,Clear,94,49,16,8,0,Cloudy,0,0,0,63,0,0,None,0
FL20016,N60790,AS,LAX,CLT,Boeing 737,0,306.5,41.7,16.48,2212,2131,2836,178,117,95,9813,9,5,16,2120,291,3310,102,9990,54,21,11,8,0,Clear,58,26,5,7,0,Clear,0,0,2,82,0,0,None,0
FL20017,N35416,F9,BOS,DEN,Airbus A330,18,388.2,26.3,19.61,2496,3383,2678,184,166,64,9672,3,6,17,1749,231,4301,92,4063,64,44,5,8,0,Clear,62,59,22,8,0,Clear,1,0,0,58,0,0,None,15
FL20018,N95403,AS,CLT,IAH,Airbus A320,12,367.5,33.9,17.17,2263,2869,2833,206,179,91,8087,4,6,12,910,133,4930,116,14820,66,89,43,5,1,Rainy,52,84,15,7,0,Clear,2,0,0,71,0,0,None,15
FL20019,N57647,WN,DEN,BOS,Airbus A320,14,361.3,52.1,14.45,2824,2720,2998,207,139,84,4111,12,4,14,1749,231,1553,21,14450,42,37,22,9,0,Clear,29,69,13,7,0,Cloudy,0,0,0,70,0,0,None,30
FL20020,N24558,AA,ATL,ORD,Boeing 787,1,363.5,37.4,8.02,2621,2642,2765,213,123,92,3680,9,2,10,606,94,3007,139,905,56,20,5,10,0,Clear,52,33,8,8,0,Cloudy,0,0,0,94,0,0,None,0
FL20021,N62828,DL,ORD,BOS,Boeing 777,14,390.4,48.9,8.88,2510,3194,2982,191,137,78,1883,7,2,12,864,133,4290,34,14259,95,81,16,9,0,Clear,93,47,16,8,0,Clear,1,0,0,68,0,0,None,0
FL20022,N92374,AS,ORD,EWR,Boeing 737,10,315.8,53.8,11.46,2006,3237,2937,201,182,94,2614,12,3,17,717,123,1415,10,4162,46,88,20,7,0,Clear,31,81,20,8,0,Clear,0,0,1,74,1,0,None,0
FL20023,N28246,AS,ORD,ATL,Boeing 737,8,281.4,46.2,10.23,2228,2634,3131,182,138,87,1178,11,2,20,606,104,1035,15,7449,51,38,11,9,0,Clear,71,87,24,9,1,Cloudy,1,0,2,68,0,0,None,0
FL20024,N41357,WN,DFW,LAX,Airbus A320,12,347.4,52.0,12.65,2611,2618,2821,192,146,86,1925,8,2,5,1232,183,2603,21,6689,96,74,18,10,0,Clear,84,50,23,9,0,Clear,0,0,0,71,0,0,None,15
FL20025,N54633,F9,MCO,DEN,Airbus A330,12,382.5,32.4,14.45,2488,2956,2462,210,199,89,5605,2,1,11,1544,215,2501,139,9961,36,85,23,8,0,Clear,44,63,10,3,1,Foggy,0,0,0,66,1,1,Maintenance,0
FL20026,N69041,F9,SFO,ATL,Boeing 777,20,319.1,49.1,24.64,2369,2868,2772,193,147,77,8935,6,1,11,2134,291,677,5,2012,93,25,18,2,1,Rainy,97,41,12,10,1,Cloudy,0,0,0,59,0,0,None,0
FL20027,N13335,F9,EWR,DFW,Airbus A320,11,422.6,45.1,18.62,2568,3259,2712,181,153,72,2066,3,0,6,1369,187,2108,126,9971,54,44,10,7,0,Clear,54,67,22,8,0,Clear,1,0,0,73,1,0,None,0
FL20028,N21920,NK,LAX,IAH,Boeing 737,13,330.9,47.8,11.18,2493,3313,3195,183,171,82,739,1,0,11,1376,190,4382,8,12496,40,39,42,3,1,Snowy,48,64,23,10,0,Clear,0,0,0,60,0,0,None,15
FL20029,N80454,B6,SEA,MCO,Boeing 787,2,332.0,26.3,11.43,2657,3055,2835,210,91,100,1451,6,5,14,2550,337,4421,97,3744,71,22,10,8,0,Clear,82,66,16,7,0,Cloudy,0,1,0,92,0,0,None,0
FL20030,N44740,F9,DEN,ORD,Boeing 777,13,413.0,36.4,18.9,2264,3095,2856,214,176,78,3820,3,5,9,886,140,683,88,2603,53,86,13,1,1,Foggy,65,38,10,7,0,Cloudy,1,0,0,65,0,0,None,0
FL20031,N56548,UA,LAX,JFK,Airbus A320,7,280.6,45.1,16.31,2462,3001,2792,204,86,72,7689,9,4,22,2469,333,1657,14,7910,74,51,40,5,1,Rainy,71,40,24,7,0,Clear,1,0,0,75,0,0,None,15
FL20032,N52656,UA,JFK,DFW,Boeing 777,15,355.8,41.5,16.95,2345,3060,3423,194,128,76,6918,7,5,17,1388,199,806,47,6581,75,36,13,3,1,Foggy,87,81,22,10,0,Clear,0,0,0,65,1,1,Maintenance,0
FL20033,N50735,B6,EWR,SEA,Airbus A330,15,375.0,34.5,18.41,2824,3594,2978,205,166,76,1983,1,1,22,2395,315,1852,119,9015,36,21,8,9,0,Clear,25,34,31,4,1,Snowy,0,1,0,62,0,0,None,15
FL20034,N54941,WN,SEA,SFO,Embraer E175,0,302.2,45.0,8.49,2464,2902,2971,192,164,100,8503,10,0,17,679,110,2293,74,5395,55,20,6,7,1,Cloudy,51,64,11,9,0,Clear,2,0,1,83,0,0,None,0
FL20035,N87771,AA,CLT,ATL,Boeing 777,20,379.8,39.3,19.09,2635,2752,3151,198,138,68,9316,2,2,6,226,54,1690,26,6671,26,26,23,7,0,Clear,37,63,12,10,0,Clear,0,0,1,59,0,1,Other,0
FL20036,N45352,WN,PHX,IAH,Boeing 777,11,310.3,36.5,15.73,2601,3018,2709,212,175,79,6563,12,2,18,1007,142,4090,35,14968,26,28,18,2,1,Snowy,41,35,22,3,1,Snowy,1,0,0,68,1,0,None,0
FL20037,N58680,AA,DFW,MCO,Boeing 777,5,311.9,32.6,12.54,2807,3334,2999,215,153,69,8580,12,3,9,983,146,158,50,8620,35,89,42,5,1,Snowy,32,60,15,5,1,Rainy,0,0,0,81,0,0,None,30
FL20038,N21857,AS,LAX,SFO,Boeing 787,6,305.8,30.5,18.01,2528,3023,2835,218,156,92,7042,1,1,16,337,77,3650,59,8464,38,50,44,5,1,Rainy,41,33,33,3,1,Snowy,0,0,1,82,0,1,Weather,0
FL20039,N44050,AA,SFO,ORD,Boeing 737,13,430.0,33.4,17.59,2592,3211,3207,216,150,88,3528,7,1,11,1841,243,3840,150,2457,93,68,16,8,0,Cloudy,76,45,19,10,0,Clear,2,0,0,60,1,0,None,0
FL20040,N36525,NK,PHX,ATL,Boeing 737,10,277.5,52.9,10.45,2668,2682,2828,183,111,83,9566,6,0,10,1583,224,2629,15,2219,74,47,24,7,0,Clear,99,22,18,10,0,Clear,1,0,0,74,0,0,None,0
FL20041,N60233,F9,PHX,IAH,Embraer E175,8,350.2,47.8,16.79,2685,3174,2976,180,200,98,4591,4,2,14,1007,158,2219,11,12094,56,65,15,9,1,Cloudy,65,55,15,1,1,Foggy,0,1,0,67,0,1,Weather,0
FL20042,N58042,DL,SEA,ORD,Boeing 777,8,388.8,43.9,13.97,2373,2820,3240,200,169,100,6077,11,1,12,1716,242,1026,92,10674,68,67,5,2,1,Foggy,66,72,14,10,0,Clear,2,0,0,76,0,0,None,0
FL20043,N16325,UA,SEA,ORD,Airbus A320,17,406.4,38.2,14.14,2560,2876,3118,203,169,72,313,12,2,21,1716,236,921,98,5390,26,25,9,9,0,Cloudy,25,52,19,10,0,Clear,0,0,0,63,1,0,None,30
FL20044,N26750,AA,PHX,LAS,Boeing 787,11,382.3,37.4,13.35,2413,2650,2772,192,149,89,6772,4,4,8,255,67,894,98,4498,66,54,8,9,0,Clear,65,87,7,9,0,Clear,0,0,0,70,0,0,None,15
FL20045,N79697,WN,DFW,BOS,Airbus A330,12,385.8,55.4,13.69,2594,3189,3281,243,107,74,6903,5,2,18,1559,217,4052,120,9175,71,28,11,8,0,Cloudy,57,36,22,7,0,Cloudy,0,0,0,72,0,0,None,0
FL20046,N89453,NK,JFK,ATL,Boeing 787,3,323.5,38.9,16.76,2232,2979,3219,167,150,88,9224,5,6,5,759,122,2010,79,9211,62,86,8,7,0,Clear,73,40,17,8,0,Clear,0,1,0,83,0,0,None,45
FL20047,N89165,B6,DEN,JFK,Boeing 777,7,360.0,32.7,16.32,2528,2768,2775,195,178,90,5833,2,0,22,1621,215,846,76,2201,33,33,11,8,0,Clear,27,29,17,3,1,Snowy,0,0,0,74,0,1,Weather,0
FL20048,N68754,F9,IAH,CLT,Airbus A330,4,277.8,55.8,11.62,2582,2985,3283,198,174,91,184,9,2,19,910,145,2756,23,7355,64,34,15,8,0,Clear,62,48,18,7,0,Cloudy,1,0,0,81,0,0,None,90
FL20049,N18302,WN,EWR,LAS,Airbus A320,17,448.8,38.6,11.97,2506,2804,2868,203,149,67,664,3,0,10,2221,287,1101,151,8588,73,40,22,9,0,Cloudy,53,26,17,9,1,Cloudy,1,0,0,66,1,0,None,15
FL20050,N98229,AS,CLT,IAH,Boeing 737,18,420.4,46.4,14.5,2836,2709,2822,209,173,75,8632,10,6,9,910,143,4882,95,7198,71,64,12,8,0,Clear,55,84,10,7,0,Clear,1,0,0,53,0,0,None,30
FL20051,N52858,WN,BOS,PHX,Airbus A330,4,328.9,45.2,11.63,2335,2842,2714,164,150,93,2176,12,5,21,2294,309,389,48,4224,34,82,33,5,1,Snowy,40,39,8,10,0,Clear,3,0,0,78,0,0,None,15
FL20052,N55531,UA,SEA,CLT,Boeing 787,3,403.4,30.1,14.27,2759,2825,3104,181,176,88,692,2,3,20,2274,298,4757,176,10999,36,49,9,10,0,Clear,37,39,21,8,0,Cloudy,1,1,0,83,0,0,None,45
FL20053,N11283,AA,LAX,EWR,Embraer E175,14,384.8,42.2,12.74,2467,3068,2981,185,131,74,6873,8,6,18,2448,319,698,120,2635,93,62,22,8,0,Clear,85,65,24,10,0,Clear,0,1,1,58,1,1,Maintenance,0
FL20054,N69870,UA,LAX,DEN,Airbus A330,7,341.0,37.8,16.72,2594,3106,2603,172,156,97,1706,7,4,9,860,132,2214,23,13596,76,41,24,5,1,Rainy,78,45,12,8,0,Clear,0,0,0,78,0,0,None,0
FL20055,N97452,DL,ATL,LAS,Boeing 737,16,418.5,30.7,19.32,2283,2931,2838,230,173,84,9601,3,0,16,1742,237,1096,147,6422,70,39,19,10,0,Clear,71,70,7,7,0,Clear,0,0,0,56,0,0,None,0
FL20056,N19112,UA,EWR,MIA,Boeing 737,16,426.4,46.3,6.66,2705,3065,3107,176,162,78,1241,1,1,21,1087,163,986,115,13820,44,55,18,3,1,Snowy,26,60,43,4,1,Snowy,0,0,1,56,0,0,None,30
FL20057,N51877,NK,JFK,PHX,Embraer E175,14,381.4,40.9,15.2,2417,2194,3001,183,173,94,5578,5,2,8,2148,282,4365,100,4081,52,50,16,10,0,Clear,67,51,20,9,0,Clear,0,0,1,60,0,0,None,0
FL20058,N24620,B6,SFO,BOS,Boeing 777,11,328.2,47.7,11.2,2038,2877,3020,173,146,75,363,9,6,20,2697,350,3091,50,3996,51,28,20,8,0,Clear,60,44,11,8,0,Clear,0,0,0,74,1,0,None,60
FL20059,N42788,UA,BOS,SFO,Airbus A320,3,312.0,40.4,6.81,2550,3527,3223,201,187,87,365,10,1,17,2697,349,3978,32,6195,70,37,20,8,0,Clear,68,36,11,7,0,Clear,0,0,0,79,0,0,None,90
FL20060,N40864,NK,DEN,BOS,Boeing 777,13,354.0,45.4,11.99,2298,2848,2537,193,141,90,1974,1,3,19,1749,233,4365,42,1750,32,87,22,10,0,Clear,39,24,19,10,0,Cloudy,2,0,1,74,0,1,Weather,0
FL20061,N30556,WN,EWR,BOS,Boeing 737,0,414.9,33.7,9.39,2902,3326,2890,203,154,93,1975,2,2,5,200,51,289,152,4205,29,82,21,7,0,Clear,44,32,38,3,1,Rainy,2,0,1,81,0,0,None,30
FL20062,N46171,UA,PHX,IAH,Boeing 737,10,333.8,32.1,10.5,2639,3052,3115,221,223,86,3544,4,4,21,1007,156,788,50,4961,63,36,7,7,0,Cloudy,65,81,15,9,0,Clear,2,0,1,67,1,0,None,0
FL20063,N41201,F9,LAX,EWR,Boeing 787,4,389.8,37.7,10.06,2329,3255,3234,189,163,100,918,2,6,5,2448,319,2424,115,8643,33,87,7,8,0,Clear,26,23,23,9,0,Clear,0,0,0,89,0,0,None,0
FL20064,N28250,WN,LAS,ORD,Boeing 787,4,313.5,31.3,12.19,2497,2966,3074,202,197,100,2042,7,5,22,1510,219,129,60,9221,96,25,21,10,0,Cloudy,93,79,10,10,0,Clear,0,0,0,86,0,0,None,30
FL20065,N73867,UA,PHX,MCO,Airbus A320,5,345.4,26.0,17.71,2671,2812,2889,203,154,92,2798,1,1,6,1845,258,1147,129,11685,29,32,14,10,0,Clear,37,36,11,8,0,Clear,0,0,1,77,1,0,None,45
FL20066,N30560,DL,LAX,MCO,Airbus A330,19,426.6,26.6,16.59,2300,2392,3097,199,117,78,774,1,4,5,2213,285,131,157,10259,31,89,18,10,0,Clear,32,88,15,2,1,Foggy,0,0,0,62,1,1,Maintenance,0
FL20067,N82491,DL,BOS,SFO,Airbus A320,4,337.4,46.3,21.98,2531,2715,3339,192,172,99,1037,4,2,8,2697,347,425,114,4308,53,70,15,9,1,Cloudy,71,59,8,9,0,Clear,2,1,0,86,0,0,None,0
FL20068,N91794,UA,LAS,EWR,Embraer E175,10,320.5,40.4,15.88,2464,2558,2931,229,103,71,5068,7,0,19,2221,290,653,76,14552,80,26,16,9,0,Clear,99,27,24,8,0,Clear,1,0,1,66,0,0,None,0
FL20069,N12440,B6,CLT,JFK,Airbus A320,1,318.5,48.4,15.09,2691,3015,3171,205,207,78,1388,3,2,19,541,98,212,78,14403,57,59,8,10,0,Clear,73,60,24,10,0,Cloudy,0,0,0,88,0,0,None,15
FL20070,N29662,WN,DFW,JFK,Airbus A330,15,375.6,29.2,16.25,2846,3421,2856,191,149,80,8269,9,3,12,1388,193,3970,54,7189,55,30,23,10,0,Clear,50,43,10,7,0,Clear,1,0,1,61,0,0,None,0
FL20071,N35618,F9,CLT,MIA,Embraer E175,6,388.6,33.6,15.86,2463,2955,2767,189,155,94,7811,1,6,12,651,106,4686,118,7718,25,72,6,2,1,Foggy,37,23,28,2,1,Snowy,1,1,0,69,0,1,Weather,0
FL20072,N24062,WN,BOS,EWR,Airbus A320,9,316.3,41.9,11.9,2677,3052,2794,204,138,86,1793,7,4,22,200,48,3791,48,13711,87,36,17,10,0,Clear,73,58,15,8,0,Clear,0,1,0,75,0,0,None,0
FL20073,N99728,NK,LAS,DFW,Airbus A320,19,435.5,45.8,18.39,2273,2815,2912,180,110,75,5848,1,0,13,1053,150,3362,126,12903,49,55,19,4,1,Rainy,29,27,23,10,0,Clear,0,0,1,56,0,0,None,0
FL20074,N45612,WN,IAH,LAS,Boeing 787,6,333.8,45.8,14.08,2610,3034,3252,194,160,70,2686,7,3,15,1219,170,1463,101,2705,87,72,8,7,0,Cloudy,97,51,12,9,0,Cloudy,0,1,0,84,1,0,None,0
FL20075,N73337,B6,MCO,SEA,Boeing 737,18,328.4,41.3,17.58,2747,2790,2783,214,137,76,4967,11,0,17,2550,326,2828,1,4564,58,85,13,10,0,Clear,63,59,12,10,0,Clear,0,0,0,55,0,0,None,0
FL20076,N10160,AA,LAS,MCO,Airbus A330,7,392.3,28.0,13.78,2474,3249,2402,189,194,100,1053,11,2,16,2035,265,2691,113,14881,58,45,22,10,0,Clear,56,67,15,8,0,Cloudy,2,1,0,79,0,0,None,0
FL20077,N73056,UA,LAX,IAH,Airbus A320,7,356.9,40.6,9.94,2640,2939,2691,209,130,89,1007,2,4,18,1376,204,1189,82,5237,36,34,13,9,0,Clear,43,35,5,10,0,Clear,0,1,0,78,0,1,Weather,0
FL20078,N57861,F9,DFW,ORD,Boeing 787,8,381.6,27.2,13.91,2849,3242,3124,201,134,97,5617,2,2,7,801,125,2712,126,11341,29,27,10,8,0,Clear,35,20,8,7,0,Clear,0,0,0,77,0,0,None,0
FL20079,N10156,B6,IAH,EWR,Boeing 777,11,377.9,31.7,15.6,2609,3313,2936,193,181,90,3004,9,0,12,1397,201,4729,90,2356,54,52,7,9,1,Cloudy,61,22,21,8,0,Cloudy,0,0,0,68,0,0,None,45
FL20080,N93601,WN,BOS,CLT,Airbus A320,5,283.2,39.3,11.48,2412,2964,2944,209,179,99,566,7,2,5,727,118,4056,23,2005,98,26,8,7,1,Cloudy,70,31,13,10,0,Cloudy,0,0,0,83,0,0,None,0
FL20081,N87213,AS,CLT,JFK,Boeing 787,8,420.6,26.0,14.49,2143,3089,2562,216,88,82,8254,11,6,15,541,103,3846,163,13944,64,48,5,7,0,Clear,53,76,28,4,1,Rainy,0,0,1,83,1,0,None,0
FL20082,N23452,UA,IAH,JFK,Embraer E175,11,390.2,27.5,11.69,2430,3185,3106,218,117,96,1672,2,2,18,1415,197,4932,88,13629,34,20,21,8,0,Clear,40,56,13,9,0,Clear,1,0,1,68,1,1,Maintenance,0
FL20083,N92936,UA,PHX,JFK,Airbus A330,18,425.8,31.3,15.91,2804,3215,2962,201,141,75,8592,11,2,9,2148,286,298,122,5637,60,65,22,10,0,Cloudy,52,33,15,2,1,Rainy,1,0,1,56,0,0,None,15
FL20084,N57193,NK,DFW,SEA,Boeing 777,6,320.3,55.0,16.69,2554,3122,2976,171,101,76,4731,1,0,12,1657,234,1690,16,13202,28,35,15,10,0,Clear,25,87,17,10,0,Clear,0,0,0,76,0,0,None,0
FL20085,N29506,NK,EWR,JFK,Airbus A320,11,437.7,36.9,15.9,2070,3320,2977,188,159,86,5108,1,5,18,21,41,361,132,12006,36,24,16,10,0,Clear,45,86,18,1,1,Foggy,0,0,0,71,0,0,None,0
FL20086,N82746,AA,DEN,LAS,Boeing 737,3,326.4,17.5,12.68,2766,2770,3205,206,103,97,7938,4,0,10,627,108,2480,87,7797,58,69,22,8,0,Cloudy,61,23,12,7,0,Clear,1,0,0,83,0,0,None,0
FL20087,N64155,AS,DEN,CLT,Boeing 787,0,361.8,29.5,6.53,2549,3001,2448,172,165,95,4747,1,1,10,1334,182,2855,168,4986,49,45,18,9,0,Cloudy,27,44,21,4,1,Rainy,1,0,0,87,1,0,None,15
FL20088,N49407,F9,EWR,BOS,Boeing 737,0,334.6,39.8,10.55,2519,3119,3214,215,170,100,4706,8,6,18,200,58,1929,156,6441,71,20,15,8,0,Clear,83,66,20,8,0,Clear,1,2,2,86,0,0,None,0
FL20089,N81710,B6,PHX,CLT,Airbus A330,10,348.2,45.2,7.02,2208,3085,2979,198,174,74,3390,12,1,7,1769,241,4613,43,3184,30,58,21,10,0,Clear,43,64,16,10,0,Cloudy,0,0,0,67,0,0,None,15
FL20090,N24961,B6,SEA,DFW,Boeing 737,21,326.2,56.9,17.21,2665,3146,3130,202,156,71,4346,4,4,5,1657,231,2541,27,7336,73,27,11,8,0,Clear,52,39,5,9,0,Clear,2,0,0,51,0,0,None,0
FL20091,N39016,F9,DEN,BOS,Airbus A330,3,378.9,36.2,14.64,2349,2911,2928,196,127,86,979,7,2,20,1749,233,3113,165,10832,71,47,13,7,0,Clear,96,86,15,7,0,Cloudy,2,2,1,79,0,0,None,0
FL20092,N19544,DL,EWR,BOS,Boeing 777,18,400.4,29.3,20.32,2575,2662,3006,202,225,83,9080,1,6,8,200,52,3567,99,11176,48,21,24,7,0,Clear,45,25,12,8,0,Clear,1,0,0,64,1,1,Maintenance,0
FL20093,N13923,WN,LAX,MIA,Embraer E175,9,273.1,52.8,10.58,2566,3114,2521,218,176,96,1681,5,2,16,2338,316,3968,11,10125,58,32,13,7,0,Clear,73,41,6,8,0,Clear,2,0,0,65,0,0,None,15
FL20094,N49928,WN,IAH,MCO,Boeing 787,1,396.3,25.4,15.98,2746,2732,3101,211,163,100,1941,9,3,10,852,130,4419,170,8555,70,63,6,9,0,Clear,54,69,9,7,0,Clear,0,1,0,94,0,0,None,30
FL20095,N33712,AS,IAH,LAX,Embraer E175,14,340.9,52.8,18.03,2490,3412,2745,188,93,70,7885,7,4,18,1376,192,2438,45,10209,71,30,13,9,0,Clear,85,52,18,9,0,Clear,0,0,1,61,0,0,None,30
FL20096,N76500,DL,DFW,SFO,Airbus A320,9,319.3,45.8,12.64,2154,3207,2979,233,89,100,1443,12,2,5,1461,213,4868,27,11499,48,86,24,10,0,Clear,48,49,15,10,0,Cloudy,0,0,0,72,0,0,None,0
FL20097,N30991,WN,SFO,LAX,Embraer E175,8,372.4,40.3,10.77,2699,3033,2788,184,102,99,1764,1,4,19,337,70,1363,57,1735,38,76,18,9,0,Clear,39,44,33,2,1,Snowy,2,0,1,67,0,0,None,15
FL20098,N74897,AS,MIA,PHX,Boeing 737,10,436.7,30.7,16.24,2654,3127,2653,200,153,92,9271,11,1,15,1968,274,217,174,8378,53,87,21,2,1,Rainy,53,83,5,8,0,Clear,0,0,0,67,0,0,None,15
FL20099,N25445,WN,ORD,ATL,Boeing 737,3,325.5,50.8,9.41,2764,3004,3201,212,160,91,2949,10,3,18,606,96,84,2,937,66,42,17,7,0,Clear,52,54,21,10,0,Cloudy,0,0,2,78,0,0,None,45
FL20100,N95642,DL,ORD,LAX,Airbus A330,6,339.9,45.1,9.68,2237,2787,3095,213,116,83,8372,8,0,18,1741,234,4730,67,8593,90,88,14,8,0,Cloudy,72,48,23,7,0,Clear,2,0,0,73,1,1,Maintenance,0
FL20101,N76965,DL,DEN,MIA,Airbus A320,11,310.3,38.6,8.14,2492,3044,3066,200,174,69,217,12,0,16,1707,235,3879,27,1321,33,44,20,2,1,Rainy,36,84,21,8,0,Cloudy,1,1,0,73,0,1,Weather,0
FL20102,N51991,AA,MCO,SEA,Airbus A320,15,390.8,47.8,16.87,2682,3177,3318,192,136,75,5853,10,0,11,2550,336,500,49,7452,74,24,20,8,0,Clear,60,59,11,9,0,Clear,0,0,1,60,1,1,Maintenance,0
FL20103,N98138,F9,LAS,CLT,Boeing 737,16,383.3,26.8,18.98,2613,3161,3018,224,133,71,7795,11,4,21,1911,264,3376,87,1473,59,77,18,9,0,Cloudy,59,40,22,10,1,Cloudy,2,1,0,64,0,0,None,30
FL20104,N11544,NK,DFW,LAS,Boeing 777,14,304.3,52.8,14.31,2254,3222,2691,205,145,65,6336,1,2,14,1053,155,4063,4,13482,44,22,39,2,1,Rainy,36,50,42,5,1,Rainy,0,0,0,65,0,1,Weather,0
FL20105,N91061,WN,MIA,DEN,Boeing 787,7,298.0,41.6,12.69,2728,3069,2827,196,169,84,4873,2,1,11,1707,226,3405,18,2071,31,63,16,2,1,Foggy,38,53,21,7,0,Clear,0,0,0,85,0,1,Weather,0
FL20106,N77984,AA,DFW,JFK,Boeing 737,24,405.8,29.7,19.28,2328,3115,3012,217,142,67,9742,5,0,13,1388,193,2825,115,10590,69,52,29,2,1,Rainy,69,37,19,10,0,Clear,3,0,1,52,1,1,Maintenance,0
FL20107,N20828,AA,LAX,IAH,Airbus A320,2,327.5,47.5,10.2,2397,3016,2837,185,169,86,1414,6,2,6,1376,192,4368,49,5942,88,52,16,10,0,Cloudy,96,28,13,9,0,Clear,0,0,1,81,0,0,None,0
