flight_id,aircraft_id,airline,origin_airport,destination_airport,aircraft_type,aircraft_age,engine_temp,oil_pressure,vibration_level,engine_rpm,fuel_consumption_rate,hydraulic_pressure,tire_pressure,brake_temperature,avionics_health_score,operational_hours,month,day_of_week,departure_hour,distance,flight_duration,takeoff_landing_cycles,days_since_last_maintenance,crew_experience,origin_temperature,origin_humidity,origin_wind_speed,origin_visibility,origin_precipitation,origin_weather_condition,destination_temperature,destination_humidity,destination_wind_speed,destination_visibility,destination_precipitation,destination_weather_condition,previous_delays_count,previous_cancellations_count,previous_maintenance_issues,aircraft_reliability_score,equipment_failure,flight_cancelled,cancellation_reason,delay_minutes
FL20025,N52215,NK,BOS,ORD,Boeing 737,23,394.6,46.4,17.57,2468,2816,3067,199,136,61,8520,1,0,14,864,125,826,31,6582,45,52,11,7,0,Cloudy,35,20,24,10,0,Clear,0,1,1,54,0,0,None,0
FL20026,N46034,NK,SFO,MCO,Boeing 787,1,303.3,58.1,12.65,2750,2536,2843,200,157,96,3927,7,1,17,2441,319,2656,30,13922,80,35,23,8,0,Clear,76,39,19,7,0,Cloudy,0,0,0,91,0,0,None,30
FL20027,N74150,AS,IAH,LAS,Airbus A330,19,449.7,51.1,13.98,1931,3084,3608,170,137,60,1905,6,2,6,1219,169,887,133,11447,99,70,11,9,0,Clear,75,45,13,10,0,Clear,0,0,0,57,1,1,Maintenance,0
FL20028,N21677,WN,PHX,JFK,Boeing 787,10,387.9,46.0,14.45,2581,3286,3083,223,140,80,6689,11,5,22,2148,281,627,59,3448,68,71,20,7,0,Clear,56,60,17,10,0,Clear,0,0,0,81,1,0,None,15
FL20029,N51868,WN,DEN,BOS,Embraer E175,1,323.0,38.4,12.43,2139,2617,2887,207,180,86,4723,1,3,19,1749,240,1060,31,7728,34,51,18,5,1,Snowy,43,78,40,5,1,Snowy,0,0,0,75,1,1,Maintenance,0
FL20030,N78184,UA,MIA,MCO,Boeing 777,9,312.4,27.8,16.82,2606,3289,2730,202,149,79,7367,3,0,16,192,50,4679,64,1427,66,31,12,8,0,Clear,72,50,20,8,0,Clear,0,0,0,72,0,0,None,0
FL20031,N79050,NK,BOS,LAX,Boeing 777,13,389.2,36.6,21.26,2578,2828,2704,183,143,97,9369,5,6,7,2605,350,845,154,8799,55,52,20,8,0,Clear,64,31,15,8,0,Clear,1,0,0,71,0,0,None,45
FL20032,N26197,F9,BOS,LAX,Embraer E175,9,396.8,15.9,12.54,2565,3577,3037,203,228,94,6516,6,0,14,2605,336,809,167,13203,70,36,6,7,0,Cloudy,75,59,15,10,0,Clear,2,0,0,69,1,0,None,15
FL20033,N49595,NK,BOS,CLT,Embraer E175,7,309.5,49.0,20.08,2693,3010,3089,205,134,82,9809,12,6,15,727,122,1656,23,991,45,58,5,8,0,Clear,42,51,21,9,0,Clear,0,0,1,67,0,0,None,30
FL20034,N17355,NK,JFK,DEN,Embraer E175,9,339.3,31.9,14.56,2732,2813,2939,202,120,99,5454,3,3,14,1621,214,4302,59,2210,55,54,21,8,0,Clear,56,75,16,3,1,Foggy,0,0,1,63,1,0,None,45
FL20035,N30303,UA,BOS,DEN,Boeing 737,17,407.3,32.8,8.57,2412,2637,3022,173,150,77,5758,1,5,12,1749,239,2661,77,9078,49,32,12,9,0,Clear,29,59,8,9,0,Cloudy,0,0,0,59,0,0,None,0
FL20036,N55099,B6,CLT,MIA,Embraer E175,5,304.7,45.5,10.67,2273,3232,3246,188,156,98,1253,4,3,17,651,113,3539,14,13283,63,53,9,9,0,Clear,51,84,11,8,0,Clear,1,0,1,77,0,0,None,60
FL20037,N96454,NK,PHX,LAX,Airbus A320,18,327.2,59.6,17.86,2593,3040,2960,201,179,77,1479,11,2,15,369,72,2754,15,5322,55,81,11,2,1,Foggy,57,23,16,9,0,Clear,0,0,0,65,0,0,None,30
FL20038,N87089,UA,ORD,MCO,Boeing 787,2,309.7,26.9,15.13,2453,2886,2698,202,158,88,5844,4,1,6,1006,157,3593,89,6828,62,54,19,9,0,Clear,56,84,6,9,0,Clear,0,0,0,92,0,0,None,0
FL20039,N42186,NK,LAS,MIA,Airbus A330,5,367.1,36.7,14.41,2450,3148,3239,204,219,90,3388,12,2,11,2171,281,2155,144,6773,26,54,14,10,0,Cloudy,28,78,18,10,0,Clear,1,0,0,75,0,0,None,0
FL20040,N83418,WN,DFW,MIA,Boeing 777,12,305.7,38.3,14.19,2295,2851,2763,170,54,80,4515,4,4,6,1120,160,3942,42,13401,64,77,20,9,0,Cloudy,60,58,12,7,0,Clear,0,0,0,76,0,0,None,45
FL20041,N88619,DL,JFK,BOS,Boeing 787,6,395.2,21.7,18.97,2138,3095,2618,206,172,76,8138,3,5,13,186,49,2036,102,14567,72,69,24,7,0,Clear,50,78,6,7,0,Clear,0,0,0,85,0,0,None,0
FL20042,N37603,WN,SEA,EWR,Boeing 787,2,356.7,27.4,10.95,2636,2919,2804,195,75,76,3174,9,0,16,2395,313,615,141,4494,70,33,16,9,1,Cloudy,68,24,21,9,1,Cloudy,0,0,0,89,0,0,None,15
FL20043,N29082,F9,MCO,ATL,Boeing 737,20,459.1,34.5,17.12,2259,3224,3087,197,158,65,1391,9,4,14,404,76,1128,113,2272,52,34,9,9,0,Clear,71,62,16,7,0,Clear,2,0,0,55,0,0,None,0
FL20044,N53701,NK,LAX,ORD,Embraer E175,3,327.1,46.4,6.49,2571,3015,3119,195,163,100,3543,10,0,16,1741,230,3544,69,12499,57,41,13,7,0,Clear,60,78,16,7,0,Clear,0,1,0,76,0,0,None,0
FL20045,N27871,WN,CLT,MIA,Boeing 737,5,298.3,39.1,15.28,2206,2553,3022,228,143,95,3387,2,3,5,651,106,1318,4,9260,45,67,29,5,1,Snowy,39,42,6,3,1,Foggy,0,0,0,72,0,1,Weather,0
FL20046,N67715,B6,DFW,LAX,Boeing 777,14,376.9,60.1,15.94,3135,2896,2597,182,154,77,5682,3,5,22,1232,177,4527,110,10533,50,77,40,2,1,Rainy,50,71,21,8,0,Clear,2,0,1,69,1,1,Maintenance,0
FL20047,N97821,AA,PHX,EWR,Boeing 787,0,284.3,48.8,12.77,2355,3040,3273,202,115,96,2362,4,0,13,2128,280,1690,20,10419,72,48,11,2,1,Foggy,54,42,41,3,1,Rainy,1,0,1,90,0,0,None,0
FL20048,N81005,F9,MCO,SFO,Embraer E175,8,327.5,27.0,14.29,2569,2690,3090,197,187,68,9374,12,1,21,2441,323,3165,27,1594,25,69,24,7,0,Clear,31,45,16,8,0,Clear,0,0,1,66,1,1,Maintenance,0
FL20049,N33344,DL,LAS,ATL,Boeing 737,3,349.1,43.1,11.5,2410,3249,3123,201,121,91,3294,5,4,16,1742,243,3014,110,660,62,45,12,10,0,Clear,58,54,10,9,0,Cloudy,0,0,0,75,0,0,None,30
FL20050,N80187,AA,DFW,EWR,Boeing 787,8,362.9,33.6,10.01,2668,3046,2737,192,85,77,4987,1,1,20,1369,188,1036,116,9414,44,83,19,8,0,Clear,25,86,21,8,0,Clear,0,0,0,75,0,0,None,0
FL20051,N22359,F9,EWR,BOS,Embraer E175,2,286.0,42.9,10.83,2860,2976,3110,190,195,100,8449,7,0,13,200,51,2339,17,7295,76,50,24,9,1,Cloudy,95,39,22,8,0,Clear,0,0,0,76,0,0,None,0
FL20052,N43481,WN,SEA,CLT,Boeing 787,11,408.8,30.2,12.9,2663,3159,3148,186,93,80,6715,10,4,18,2274,301,3975,152,11187,56,68,7,9,0,Clear,73,45,8,9,0,Cloudy,0,0,0,74,1,0,None,15
FL20053,N95545,AS,SEA,SFO,Embraer E175,10,413.2,32.6,15.71,2454,3304,3033,195,129,80,4677,6,6,22,679,115,3492,159,7356,85,34,6,9,0,Cloudy,86,63,5,9,0,Cloudy,1,0,1,69,1,1,Maintenance,0
FL20054,N70379,WN,EWR,MCO,Airbus A320,0,329.7,38.3,9.03,2623,3110,3000,205,192,92,3594,9,4,19,938,143,786,105,10319,51,72,7,7,0,Clear,56,82,11,8,0,Clear,0,0,1,91,0,0,None,0
FL20055,N76938,F9,ATL,IAH,Boeing 737,3,303.5,50.3,15.81,2690,2914,2669,232,122,99,4055,8,0,13,687,108,2238,27,12995,89,67,14,10,0,Clear,84,72,15,10,0,Clear,0,1,0,75,0,0,None,0
FL20056,N62840,B6,EWR,SFO,Airbus A330,3,331.5,34.1,11.51,3024,3481,3192,187,207,100,1160,3,2,9,2559,331,1726,72,10573,72,49,10,8,0,Clear,53,43,11,9,0,Clear,0,1,1,81,1,1,Maintenance,0
FL20057,N12146,NK,ORD,BOS,Boeing 737,2,382.3,33.4,9.98,2552,2938,2739,180,113,93,5892,4,6,21,864,140,4756,168,4117,62,61,22,7,0,Clear,53,27,5,10,0,Cloudy,1,0,2,84,0,0,None,0
FL20058,N43657,F9,MCO,LAX,Airbus A320,19,364.4,38.4,14.47,2181,2747,3310,191,161,64,9916,5,2,7,2213,289,3642,47,12907,74,43,40,2,1,Rainy,52,37,17,10,0,Clear,0,0,0,55,1,0,None,15
FL20059,N56489,F9,MIA,LAX,Airbus A320,1,276.4,51.3,11.77,2296,2960,2877,181,196,89,6499,5,4,21,2338,311,3758,13,9484,64,83,21,7,0,Clear,71,41,21,7,0,Clear,0,0,0,86,0,0,None,0
FL20060,N97208,DL,LAS,DEN,Embraer E175,10,356.3,37.2,18.72,2602,2959,3172,223,109,83,1997,5,0,17,627,101,327,61,633,71,70,18,8,0,Cloudy,57,89,9,8,0,Cloudy,1,0,0,68,0,0,None,0
FL20061,N78244,F9,LAX,ATL,Boeing 737,19,352.9,33.6,14.33,2494,2508,3526,192,119,81,4294,11,3,9,1942,272,4955,11,9923,59,46,23,10,1,Cloudy,52,72,15,9,0,Clear,1,0,0,55,0,0,None,0
FL20062,N59373,B6,DEN,SFO,Airbus A320,14,413.2,29.0,13.46,2748,2889,2727,186,172,77,8033,4,6,17,965,137,4367,146,12160,61,53,20,7,0,Clear,54,74,42,2,1,Rainy,1,0,0,70,1,1,Maintenance,0
FL20063,N37613,F9,CLT,LAS,Boeing 777,7,418.5,23.1,14.4,2358,3081,3160,193,142,76,3407,5,5,7,1911,251,757,134,599,66,84,23,10,0,Clear,50,41,7,10,0,Clear,1,2,0,83,0,0,None,15
FL20064,N28518,DL,DFW,EWR,Boeing 787,10,410.8,38.0,14.31,2479,2615,2841,224,177,80,9542,10,2,11,1369,184,3684,170,1323,57,48,12,9,0,Cloudy,72,36,18,8,0,Cloudy,0,0,0,74,0,0,None,0
FL20065,N14912,AA,MIA,SEA,Embraer E175,14,342.1,33.0,12.61,2369,3299,3355,200,108,78,4999,3,2,9,2721,351,4493,90,4329,60,70,6,8,0,Clear,58,36,7,7,0,Clear,0,0,0,64,0,0,None,15
FL20066,N52237,WN,ATL,SFO,Boeing 737,13,417.1,29.7,14.62,2939,3027,2821,207,139,97,6595,10,1,20,2134,292,1305,124,8457,69,87,12,8,0,Clear,60,76,9,10,0,Clear,2,0,0,61,0,0,None,120
FL20067,N27286,B6,EWR,MCO,Airbus A320,6,379.3,32.8,15.3,2859,3047,2755,171,125,74,3118,5,1,21,938,141,1326,174,5778,61,73,16,3,1,Foggy,53,54,18,10,0,Cloudy,0,0,1,74,1,0,None,0
FL20068,N11300,AS,MIA,BOS,Airbus A330,7,296.5,37.8,16.56,2432,3133,3233,180,112,80,6462,3,1,15,1260,184,2402,52,5090,71,27,13,2,1,Foggy,73,70,28,3,1,Rainy,0,0,0,74,0,1,Weather,0
FL20069,N57470,F9,DFW,JFK,Boeing 737,20,449.3,35.6,19.66,2469,2836,3228,206,141,82,8453,8,0,21,1388,189,1830,160,6509,88,88,20,7,0,Clear,73,58,17,10,0,Cloudy,3,1,1,57,0,0,None,0
FL20070,N79763,NK,DEN,LAX,Boeing 787,1,301.5,43.0,4.98,2703,2958,2760,198,157,80,354,9,0,11,860,125,1659,30,11988,74,33,7,7,0,Clear,62,81,20,7,0,Cloudy,0,0,0,90,0,0,None,0
FL20071,N61205,DL,ORD,MCO,Boeing 787,3,390.3,35.6,9.51,2727,3209,2775,184,132,70,7237,10,5,18,1006,155,3343,154,4034,54,83,13,7,0,Cloudy,61,58,8,8,0,Cloudy,1,0,0,87,0,0,None,45
FL20072,N85728,F9,BOS,LAS,Boeing 737,5,383.1,36.9,17.49,2462,3014,2760,202,119,90,8789,9,0,11,2375,321,1247,154,12862,73,34,16,8,0,Clear,58,72,17,10,0,Clear,0,0,0,80,1,0,None,30
FL20073,N35552,DL,DEN,EWR,Boeing 787,5,404.9,60.4,15.02,2428,2726,3127,201,121,92,8579,8,6,13,1600,213,720,156,951,86,46,20,10,0,Clear,83,47,21,7,0,Clear,0,0,0,82,0,0,None,0
FL20074,N95004,B6,PHX,JFK,Boeing 737,3,247.8,38.0,14.65,2504,3200,3022,208,193,92,4826,8,2,13,2148,279,1340,7,14735,99,22,6,9,0,Clear,93,55,26,4,1,Rainy,3,0,1,81,0,0,None,0
FL20075,N23921,AA,MCO,EWR,Embraer E175,6,316.1,45.7,15.06,2618,2526,2825,169,131,99,5164,2,1,5,938,135,1313,61,12933,31,49,11,10,0,Clear,37,51,16,8,0,Clear,0,1,0,72,0,0,None,0
FL20076,N70735,AA,LAX,JFK,Boeing 777,8,352.1,49.5,11.73,2588,3285,3226,209,179,93,5234,10,5,19,2469,328,1258,111,10206,59,85,23,7,0,Cloudy,56,26,23,9,0,Clear,0,0,0,74,0,0,None,0
FL20077,N54539,AS,CLT,MIA,Embraer E175,13,374.6,55.4,12.74,2417,3381,2957,203,140,90,5435,10,5,9,651,98,1304,95,11571,64,45,21,9,0,Cloudy,66,22,9,8,0,Clear,2,1,0,59,0,0,None,0
FL20078,N71364,NK,SEA,DEN,Airbus A320,16,365.4,39.2,22.28,2617,2759,3139,192,188,90,9227,2,2,14,1022,151,969,88,881,42,45,22,7,0,Cloudy,33,55,13,9,0,Clear,0,0,0,59,0,0,None,0
FL20079,N28317,F9,LAX,SEA,Airbus A330,12,416.7,39.2,13.68,2351,3242,3532,199,180,69,6195,6,6,11,955,148,3433,154,8079,81,37,9,10,0,Clear,99,69,22,9,0,Cloudy,1,1,1,67,0,0,None,0
FL20080,N45145,UA,SEA,ATL,Boeing 737,13,341.5,43.4,18.02,2500,3411,2953,222,148,96,5626,6,0,7,2177,291,2325,9,3865,77,42,12,10,0,Clear,96,68,10,10,0,Clear,0,1,0,64,0,0,None,15
FL20081,N84901,F9,DEN,MIA,Embraer E175,2,325.8,37.9,12.58,2743,3614,2998,178,173,87,2652,10,3,22,1707,236,2626,14,10872,66,36,18,7,0,Cloudy,54,53,5,8,0,Clear,3,1,0,77,0,0,None,0
FL20082,N20900,NK,IAH,ORD,Boeing 787,5,322.4,26.0,13.91,2002,2751,2925,208,100,85,2458,10,3,11,925,132,1777,62,12934,67,88,10,10,0,Cloudy,67,84,21,9,0,Clear,0,0,0,85,1,0,None,0
FL20083,N72229,AA,BOS,CLT,Embraer E175,2,378.1,32.3,14.5,2548,3258,3024,194,189,98,4137,2,4,20,727,122,725,176,12142,40,64,19,8,0,Clear,39,70,19,3,1,Foggy,1,1,0,83,0,1,Weather,0
FL20084,N72085,B6,IAH,SEA,Airbus A320,1,342.2,41.5,14.26,2245,2787,3157,204,156,92,4520,1,4,15,1872,258,3422,104,14975,43,84,23,8,0,Clear,37,73,24,8,0,Cloudy,1,1,0,87,0,0,None,30
FL20085,N60968,F9,SFO,LAX,Boeing 737,21,395.0,35.2,12.66,2298,3390,2824,196,123,60,5621,5,0,21,337,68,313,52,13825,56,62,16,2,1,Foggy,72,51,17,9,0,Clear,0,0,0,51,0,0,None,0
FL20086,N62030,B6,LAS,PHX,Airbus A330,13,323.3,16.7,17.88,2150,2750,3384,189,176,75,4680,12,2,14,255,58,3994,27,11899,43,53,41,2,1,Snowy,42,81,15,7,0,Clear,1,0,0,68,0,0,None,15
FL20087,N18609,B6,LAX,MIA,Airbus A320,4,360.4,28.3,11.49,2758,2837,2750,206,99,77,1497,5,5,11,2338,308,4097,106,13505,56,76,23,9,0,Clear,61,78,21,7,0,Clear,0,0,0,85,0,0,None,0
FL20088,N84495,F9,DEN,SEA,Embraer E175,1,406.2,36.4,12.7,2920,3189,2963,185,149,96,2621,1,1,17,1022,151,2521,173,4038,38,35,40,2,1,Rainy,36,63,16,8,0,Clear,0,0,0,78,1,1,Maintenance,0
FL20089,N73768,F9,MCO,LAS,Airbus A320,3,363.3,34.9,18.74,2410,2455,3155,193,125,94,8442,10,4,18,2035,274,3213,124,9989,66,57,22,10,0,Cloudy,68,56,20,10,0,Clear,0,1,0,79,1,0,None,15
FL20090,N54880,B6,LAX,PHX,Airbus A320,11,338.5,44.3,14.46,2428,2679,2948,209,144,80,9657,8,0,21,369,82,3300,18,1623,71,66,18,8,0,Clear,79,49,8,8,0,Clear,1,0,0,69,0,0,None,15
FL20091,N98990,UA,DEN,IAH,Boeing 787,7,353.4,36.4,9.54,2293,3665,2689,193,80,91,1418,7,3,20,861,138,3004,129,6050,86,25,13,7,0,Clear,89,74,16,7,1,Cloudy,0,0,1,84,0,0,None,0
FL20092,N35153,NK,SEA,JFK,Airbus A330,19,412.3,29.7,13.07,2323,3008,3191,216,157,67,773,11,1,5,2415,325,2354,99,12972,51,49,6,10,0,Cloudy,66,38,24,10,0,Cloudy,1,0,0,54,0,0,None,0
FL20093,N59352,UA,LAS,ATL,Airbus A320,14,370.9,33.3,16.84,2462,2794,2940,212,133,100,2737,12,4,9,1742,246,4055,95,9556,39,78,5,7,0,Cloudy,25,47,10,9,0,Clear,0,0,0,66,0,0,None,15
FL20094,N47462,DL,JFK,LAS,Embraer E175,12,375.5,26.4,9.61,2538,3256,3209,202,96,75,7681,9,0,11,2242,290,4479,81,13122,65,78,24,10,0,Clear,62,45,20,8,0,Clear,1,0,0,68,0,0,None,0
FL20095,N16661,AA,CLT,IAH,Airbus A330,18,411.6,43.6,20.02,2371,3343,2671,206,148,73,2446,3,3,13,910,129,1822,105,9151,71,65,12,9,0,Cloudy,73,34,15,9,0,Clear,1,0,0,61,0,0,None,0
FL20096,N57764,UA,BOS,LAS,Airbus A330,4,278.6,35.6,7.76,2570,3035,3044,197,111,92,2311,4,0,17,2375,319,4993,26,1461,60,67,23,8,1,Cloudy,58,51,40,2,1,Rainy,0,0,0,82,0,0,None,0
FL20097,N35452,AS,ORD,LAX,Airbus A330,9,334.9,38.6,11.3,2651,2744,3047,206,133,90,5926,1,0,20,1741,234,2251,18,12632,25,37,39,2,1,Rainy,45,85,20,9,0,Clear,0,0,1,74,1,0,None,30
FL20098,N85083,AA,LAX,PHX,Boeing 777,14,315.4,50.1,11.86,2668,3157,3197,185,140,75,1687,10,6,17,369,82,2425,9,6804,60,56,17,1,1,Foggy,67,41,17,4,1,Rainy,0,0,0,68,0,1,Weather,0
FL20099,N69089,B6,PHX,DEN,Boeing 777,6,362.6,34.2,14.85,2846,2714,3082,200,125,82,4193,11,4,7,601,108,3867,70,967,67,66,23,7,0,Clear,50,41,13,10,0,Clear,0,0,0,81,0,0,None,30
FL20100,N28694,B6,LAX,LAS,Boeing 777,16,358.1,40.1,17.05,2234,3379,3193,193,193,76,8482,5,3,17,236,66,1979,75,2168,72,70,17,10,0,Cloudy,73,46,17,10,0,Clear,0,0,1,63,1,1,Maintenance,0
FL20101,N15693,B6,LAS,ORD,Boeing 787,6,379.8,31.0,15.08,2762,3181,2891,217,149,89,5058,10,4,14,1510,220,2224,124,1845,62,35,16,7,1,Cloudy,57,73,21,7,0,Clear,0,0,2,84,0,0,None,15
FL20102,N70803,NK,SFO,MIA,Airbus A330,14,349.7,40.8,17.6,2087,3030,2876,204,129,63,9808,9,2,21,2581,334,3972,41,5302,53,77,24,10,0,Clear,50,81,9,10,0,Cloudy,1,2,0,61,0,0,None,90
FL20103,N37712,WN,MCO,DEN,Airbus A320,10,338.2,49.7,10.72,2454,3270,2784,206,171,100,2738,11,2,17,1544,216,4454,4,7317,67,66,7,7,0,Clear,55,59,15,9,0,Clear,0,0,0,75,0,0,None,90
FL20104,N75470,AA,MCO,ATL,Airbus A330,14,399.6,37.6,15.1,2240,2942,2767,204,180,79,9455,2,1,20,404,71,2889,149,13068,25,55,24,7,0,Clear,36,22,6,10,0,Clear,0,1,0,61,0,0,None,0
FL20105,N40559,NK,IAH,ORD,Boeing 737,7,390.4,39.8,16.91,2776,3163,2858,185,164,84,605,1,2,14,925,139,991,160,7516,47,30,13,9,0,Clear,25,59,31,4,1,Snowy,1,0,0,76,0,0,None,0
FL20106,N16967,B6,ATL,PHX,Airbus A330,18,363.8,35.1,13.63,2390,3318,2793,183,130,76,7287,7,4,12,1583,211,2796,35,982,80,79,43,3,1,Rainy,85,26,14,8,0,Clear,1,0,1,56,0,1,Weather,0
FL20107,N86398,NK,IAH,MCO,Boeing 777,21,481.1,33.0,14.04,2461,3192,2626,190,74,75,3899,11,3,10,852,126,1308,171,587,52,76,11,9,0,Cloudy,60,33,17,8,0,Clear,2,2,0,60,0,0,None,0
