flight_id,aircraft_id,airline,origin_airport,destination_airport,aircraft_type,aircraft_age,engine_temp,oil_pressure,vibration_level,engine_rpm,fuel_consumption_rate,hydraulic_pressure,tire_pressure,brake_temperature,avionics_health_score,operational_hours,month,day_of_week,departure_hour,distance,flight_duration,takeoff_landing_cycles,days_since_last_maintenance,crew_experience,origin_temperature,origin_humidity,origin_wind_speed,origin_visibility,origin_precipitation,origin_weather_condition,destination_temperature,destination_humidity,destination_wind_speed,destination_visibility,destination_precipitation,destination_weather_condition,previous_delays_count,previous_cancellations_count,previous_maintenance_issues,aircraft_reliability_score,equipment_failure,flight_cancelled,cancellation_reason,delay_minutes
FL20011,N99093,AS,DEN,SFO,Airbus A320,5,316.1,41.1,14.03,2364,2640,3068,208,170,91,5511,3,5,17,965,142,1410,13,13467,74,68,15,10,0,Clear,59,85,10,9,0,Cloudy,1,0,0,82,1,0,None,60
FL20012,N77142,AS,MCO,PHX,Airbus A320,19,454.3,32.8,18.04,2439,2894,3178,215,163,80,8871,3,0,19,1845,247,2592,177,5203,54,42,22,7,0,Clear,64,44,13,9,0,Clear,0,0,1,60,0,0,None,30
FL20013,N46835,DL,DFW,ATL,Boeing 787,4,322.5,38.0,16.36,2089,2692,3108,180,94,85,3400,11,3,9,729,113,4679,59,1908,71,60,24,5,1,Rainy,67,41,7,10,1,Cloudy,1,0,0,88,1,1,Maintenance,0
FL20014,N43555,DL,IAH,DFW,Boeing 787,4,376.7,19.0,5.27,2627,3706,2970,206,179,93,3797,1,6,5,224,61,3123,147,10805,34,86,9,8,0,Clear,30,81,17,7,0,Cloudy,1,0,0,81,1,1,Maintenance,0
FL20015,N75125,UA,LAS,CLT,Airbus A320,7,410.7,27.2,12.57,2466,2913,3096,209,192,96,2510,7,0,11,1911,250,1521,127,1180,80,68,6,10,0,Clear,81,32,19,10,0,Cloudy,0,0,1,73,1,0,None,0
FL20016,N60912,UA,ATL,DFW,Boeing 737,24,446.8,45.2,11.3,2450,3402,2637,203,141,71,6414,6,0,18,729,119,2225,167,8200,88,38,11,1,1,Foggy,98,66,9,8,0,Cloudy,2,0,0,50,1,1,Maintenance,0
FL20017,N55857,NK,DEN,CLT,Boeing 777,19,339.0,40.3,17.77,2536,2911,3009,208,177,71,8266,5,6,20,1334,193,1626,18,3284,58,29,18,7,0,Clear,66,82,13,10,0,Cloudy,1,0,0,65,1,1,Maintenance,0
FL20018,N13574,UA,JFK,EWR,Embraer E175,7,332.0,33.0,10.16,2357,3133,3077,217,157,84,381,2,2,18,21,39,4020,96,7199,25,74,12,7,0,Clear,28,65,43,3,1,Snowy,0,0,0,72,0,0,None,15
FL20019,N31657,DL,SEA,LAX,Airbus A330,15,313.4,46.2,18.11,2586,3525,3137,218,105,80,8241,4,3,7,955,148,4931,11,5692,57,56,18,8,0,Clear,72,74,24,8,0,Clear,1,1,0,62,1,0,None,60
FL20020,N74919,WN,DFW,ATL,Boeing 777,21,322.3,42.5,14.93,2248,3016,3298,203,160,77,2288,9,3,15,729,112,4374,29,5393,61,60,20,7,0,Cloudy,50,47,34,3,1,Rainy,0,0,0,54,1,0,None,0
FL20021,N36900,F9,MCO,SEA,Airbus A320,13,411.0,35.9,18.88,2904,2661,2923,188,136,74,7143,8,2,15,2550,345,3511,157,7821,73,49,18,8,0,Cloudy,89,71,8,7,0,Clear,1,0,0,63,0,0,None,90
FL20022,N11883,AS,SFO,SEA,Boeing 787,2,319.4,39.6,15.38,2532,3197,2802,189,190,93,6444,6,4,14,679,103,2063,28,4447,70,71,14,7,0,Cloudy,73,81,7,10,0,Clear,0,0,0,84,1,1,Maintenance,0
FL20023,N39502,UA,SFO,ATL,Boeing 787,10,375.9,38.7,23.18,2476,3190,2913,204,106,81,9460,8,3,14,2134,284,863,110,12646,74,61,13,7,0,Clear,90,45,6,7,0,Clear,0,0,1,77,1,0,None,90
FL20024,N98106,B6,LAX,IAH,Embraer E175,8,284.5,39.4,20.46,2332,2629,2710,184,134,82,8852,12,4,10,1376,201,4838,16,11503,48,41,13,3,1,Foggy,46,52,9,9,0,Clear,1,1,0,72,0,1,Weather,0
FL20025,N82411,DL,EWR,LAS,Boeing 737,5,435.3,41.6,8.24,2545,2879,2653,200,200,81,6044,1,1,10,2221,289,2281,158,12784,49,35,20,4,1,Snowy,47,86,8,7,0,Clear,0,0,0,80,0,0,None,0
FL20026,N63218,AS,PHX,MCO,Airbus A320,3,327.3,47.9,8.17,2447,2724,2913,221,124,100,444,9,2,22,1845,244,2056,1,7841,52,85,18,8,0,Clear,54,55,7,3,1,Foggy,1,1,0,82,0,1,Weather,0
FL20027,N26902,WN,JFK,CLT,Embraer E175,9,296.8,47.8,11.4,2235,2902,2989,215,152,81,394,9,3,6,541,101,2203,13,775,60,81,9,9,0,Clear,61,69,13,9,0,Clear,0,0,0,71,0,0,None,0
FL20028,N43408,NK,DFW,MIA,Embraer E175,2,340.6,30.1,10.61,2608,3351,3201,187,150,90,1799,4,6,22,1120,167,2938,136,12181,52,54,12,9,0,Clear,60,48,13,7,1,Cloudy,0,0,1,74,0,0,None,0
FL20029,N36690,NK,MCO,DFW,Embraer E175,12,451.5,24.8,12.5,2446,2492,2894,197,165,99,1776,5,0,20,983,137,1850,158,12303,59,29,5,10,0,Clear,52,26,10,8,0,Cloudy,0,1,0,67,1,1,Maintenance,0
FL20030,N89427,UA,MIA,SEA,Airbus A320,3,352.0,50.0,15.64,2536,3687,2879,206,172,69,4835,11,1,9,2721,357,577,40,4614,50,27,9,9,0,Clear,65,79,6,8,0,Cloudy,1,0,0,86,1,1,Maintenance,0
FL20031,N61721,AS,MCO,DFW,Boeing 777,7,426.5,40.6,15.52,2640,2439,2706,203,151,87,8553,3,1,6,983,151,1231,174,10840,60,52,18,9,1,Cloudy,58,65,15,7,0,Clear,0,0,1,77,1,0,None,15
FL20032,N14256,NK,ATL,JFK,Airbus A320,6,289.3,46.0,13.23,2806,3412,2943,231,108,91,1344,2,2,21,759,126,696,44,2043,39,62,16,8,0,Clear,46,46,10,2,1,Foggy,0,0,0,78,0,1,Weather,0
FL20033,N32420,DL,MIA,DFW,Embraer E175,6,286.6,38.1,8.76,2368,3233,2898,202,101,81,7540,12,5,21,1120,154,3658,26,4522,43,23,22,10,0,Clear,39,66,14,8,0,Cloudy,1,0,0,77,0,1,Other,0
FL20034,N34236,NK,LAS,MIA,Boeing 787,9,407.3,37.5,13.95,2701,2736,3118,208,171,92,5934,3,6,13,2171,286,4598,153,4806,61,75,28,4,1,Rainy,66,63,19,10,0,Cloudy,0,0,1,78,0,0,None,30
FL20035,N33993,NK,EWR,MIA,Airbus A320,15,408.1,35.7,14.99,2737,3123,3207,189,164,100,6485,6,3,9,1087,158,2582,161,8059,97,35,23,10,1,Cloudy,75,38,12,9,0,Clear,0,0,0,68,1,0,None,0
FL20036,N85375,B6,DFW,MIA,Boeing 737,18,473.0,30.3,15.56,2764,2961,3127,169,104,77,6569,1,3,9,1120,171,3824,148,6666,49,67,7,7,0,Clear,41,72,23,4,1,Rainy,0,0,0,62,1,1,Maintenance,0
FL20037,N50739,AS,JFK,EWR,Airbus A330,5,394.6,30.1,10.05,2362,2275,2904,200,115,81,1475,10,4,7,21,36,3490,138,2907,63,64,24,10,0,Clear,54,81,21,10,0,Clear,0,0,0,74,1,0,None,60
FL20038,N66730,F9,BOS,ATL,Airbus A330,13,426.3,28.2,19.78,2618,3231,2827,200,132,92,9766,11,6,12,945,150,2254,123,3323,73,53,18,8,0,Cloudy,57,45,18,7,0,Cloudy,0,1,1,71,1,0,None,15
FL20039,N63434,UA,JFK,BOS,Airbus A330,9,381.5,35.9,11.16,2505,2860,3444,196,132,77,1482,6,5,18,186,57,744,84,5571,85,47,20,2,1,Rainy,72,26,24,8,0,Clear,2,0,0,69,0,1,Weather,0
FL20040,N27158,WN,MIA,LAS,Airbus A320,3,328.2,36.5,7.95,2198,3315,3279,190,137,81,6587,10,2,14,2171,297,2102,106,9954,74,46,24,3,1,Rainy,69,49,7,7,0,Clear,0,0,0,80,0,0,None,30
FL20041,N90498,NK,ATL,ORD,Boeing 787,6,372.4,37.4,18.25,2700,2595,3076,192,176,91,7441,6,0,7,606,111,1487,100,3481,87,21,10,7,0,Cloudy,81,63,13,10,0,Cloudy,0,0,0,87,1,1,Maintenance,0
FL20042,N95158,F9,IAH,ORD,Boeing 737,18,425.7,37.7,13.3,2706,3258,3057,189,140,88,2232,11,4,9,925,132,4365,120,8653,64,39,16,7,0,Clear,72,50,18,7,0,Cloudy,0,0,0,54,1,1,Maintenance,0
FL20043,N37426,AS,JFK,PHX,Boeing 737,6,377.1,45.5,15.9,2458,2754,2957,232,111,78,4517,11,1,5,2148,283,812,123,7425,74,65,5,10,0,Clear,73,54,12,10,0,Clear,1,0,0,75,1,1,Maintenance,0
FL20044,N44238,WN,IAH,MIA,Boeing 777,18,354.3,45.5,20.35,2259,2857,3052,197,106,84,8620,3,2,21,962,136,1463,17,7439,60,80,13,9,0,Cloudy,53,52,18,9,0,Clear,0,0,0,64,1,1,Maintenance,0
FL20045,N70602,B6,LAX,BOS,Boeing 737,3,321.7,37.0,16.3,2699,2194,2893,206,144,80,3471,1,0,9,2605,343,3685,51,12583,47,82,34,5,1,Snowy,36,64,36,2,1,Snowy,1,0,0,78,1,0,None,90
FL20046,N90221,NK,CLT,MIA,Boeing 777,19,362.2,44.5,25.95,2868,3329,2923,194,156,69,9107,1,2,7,651,112,4445,54,5588,43,22,33,3,1,Snowy,36,38,44,5,1,Snowy,0,0,0,59,1,1,Maintenance,0
FL20047,N10178,AS,MIA,ATL,Boeing 777,10,318.6,48.1,11.74,2486,3621,2955,185,113,89,7371,12,1,12,596,98,4129,51,3897,27,25,10,8,0,Cloudy,43,80,16,10,0,Clear,1,1,0,77,0,0,None,0
FL20048,N14335,B6,DEN,CLT,Airbus A330,15,371.2,43.3,9.74,2393,2281,2753,220,128,88,2945,3,6,7,1334,191,2207,82,5268,74,35,8,7,0,Clear,65,54,9,9,0,Clear,1,0,1,62,0,0,None,30
FL20049,N19009,B6,CLT,ATL,Embraer E175,13,400.1,45.5,13.48,2366,3124,3119,174,136,83,5163,5,3,19,226,55,2456,94,2502,63,84,17,9,0,Cloudy,52,74,7,8,0,Clear,0,1,1,60,0,0,None,0
FL20050,N19168,AS,LAX,SFO,Airbus A330,19,356.8,33.4,16.41,2641,3376,3172,198,184,86,9337,1,4,21,337,69,2031,72,3827,33,43,18,7,0,Clear,38,42,11,7,0,Cloudy,0,1,0,60,1,1,Maintenance,0
FL20051,N69984,F9,MCO,SFO,Airbus A330,18,364.5,31.6,18.99,2761,2921,2680,209,147,64,4410,9,0,9,2441,318,1128,23,11001,54,73,6,3,1,Foggy,55,79,7,8,0,Cloudy,1,0,0,62,1,1,Maintenance,0
FL20052,N62107,NK,SEA,SFO,Boeing 787,5,431.5,22.6,16.07,2574,3079,2979,190,135,96,8853,5,1,14,679,115,4255,157,6119,65,26,36,2,1,Rainy,71,62,6,3,1,Foggy,2,1,0,87,1,0,None,15
FL20053,N14748,DL,EWR,MCO,Boeing 777,11,377.2,36.8,12.13,2883,3000,2639,194,104,71,7656,3,6,21,938,144,4415,96,9246,72,56,10,9,0,Clear,61,24,39,3,1,Rainy,0,0,0,70,0,0,None,0
FL20054,N71808,B6,IAH,DEN,Boeing 737,0,322.4,47.4,14.45,2560,3014,2721,188,118,100,8496,7,3,17,861,141,4134,41,8318,71,59,24,10,0,Clear,70,55,18,7,0,Cloudy,0,0,1,86,1,0,None,0
FL20055,N22849,F9,ORD,LAS,Airbus A330,18,349.8,40.4,15.78,2616,2871,3236,223,166,69,1981,2,3,6,1510,216,286,2,3573,31,36,5,1,1,Foggy,45,89,29,5,1,Rainy,2,0,0,56,1,1,Maintenance,0
FL20056,N63202,AA,IAH,ORD,Boeing 737,21,498.4,36.2,11.92,2138,3031,3224,176,173,76,8909,2,3,7,925,137,2694,170,3685,47,30,21,8,0,Clear,28,31,44,3,1,Snowy,2,0,0,50,1,1,Maintenance,0
FL20057,N85156,F9,PHX,DFW,Embraer E175,10,417.7,41.8,14.4,2589,2721,2864,170,134,74,5582,12,3,5,865,126,1357,61,1069,45,74,22,8,0,Clear,25,49,20,2,1,Rainy,1,0,0,70,0,0,None,15
FL20058,N14519,B6,LAS,EWR,Airbus A320,0,303.5,59.7,15.09,2684,2903,3094,195,154,96,5443,10,3,12,2221,291,3684,16,6035,68,69,7,9,0,Clear,60,66,14,10,0,Clear,0,0,1,83,0,0,None,0
FL20059,N10734,AS,ORD,MIA,Airbus A330,8,338.3,28.0,17.55,2633,2689,3158,205,137,92,8463,6,5,9,1199,164,3669,85,7745,79,36,31,3,1,Rainy,71,70,18,7,0,Clear,2,0,0,72,0,1,Weather,0
FL20060,N89924,F9,LAX,LAS,Airbus A330,15,439.3,27.5,20.01,2767,3024,2963,193,150,81,3838,8,4,6,236,61,4232,153,13221,81,82,18,7,0,Cloudy,97,41,11,7,0,Clear,0,0,1,59,1,0,None,60
FL20061,N77628,NK,CLT,MIA,Boeing 787,3,340.4,41.4,11.39,2284,2659,3036,223,191,90,7199,9,4,5,651,109,4961,84,13380,51,68,11,10,0,Cloudy,66,31,36,4,1,Rainy,0,0,0,88,1,0,None,0
FL20062,N40440,B6,PHX,CLT,Boeing 787,7,423.8,47.0,14.34,2188,2405,2938,202,180,89,8923,3,4,7,1769,238,3909,150,8122,60,59,6,7,0,Clear,60,42,22,10,0,Clear,0,1,1,77,1,1,Maintenance,0
FL20063,N88017,WN,DEN,MCO,Boeing 787,7,419.1,27.7,15.31,2718,2719,2978,217,114,73,5201,3,0,20,1544,210,4876,143,9377,66,27,17,9,0,Cloudy,68,77,8,10,0,Clear,0,1,1,84,1,0,None,0
FL20064,N78524,WN,BOS,PHX,Boeing 777,12,440.2,28.3,13.36,2430,2930,2611,205,144,82,3223,10,1,19,2294,303,1370,167,7643,69,45,10,7,0,Cloudy,62,43,10,3,1,Foggy,0,0,0,73,1,1,Maintenance,0
FL20065,N32575,AA,SEA,MCO,Embraer E175,8,310.1,45.6,15.62,2306,2738,2920,207,176,73,8155,7,1,9,2550,342,4042,31,4300,71,31,12,7,1,Cloudy,95,78,12,8,0,Clear,2,0,0,71,1,0,None,45
FL20066,N82677,UA,ORD,ATL,Boeing 777,5,333.3,42.1,3.51,2568,2811,2956,209,95,70,5730,8,1,22,606,99,205,70,7819,76,59,21,8,1,Cloudy,98,76,16,10,0,Clear,0,0,0,77,1,0,None,15
FL20067,N30858,UA,LAS,DEN,Embraer E175,9,393.7,40.4,16.85,2410,2682,2829,203,152,79,4560,10,0,21,627,96,1805,151,7507,52,78,22,8,0,Clear,62,54,22,7,0,Cloudy,0,1,1,65,1,1,Maintenance,0
FL20068,N72627,WN,SEA,EWR,Boeing 787,0,309.3,51.4,12.05,2529,2762,2858,193,128,86,3107,7,5,17,2395,326,1978,9,10381,78,28,6,7,0,Clear,96,34,22,7,0,Clear,1,2,0,90,0,0,None,0
FL20069,N95593,UA,ORD,ATL,Airbus A320,2,403.6,30.7,13.61,2761,3417,3368,216,156,98,8383,3,6,22,606,94,152,171,7602,54,64,12,10,0,Clear,65,27,24,9,1,Cloudy,1,0,0,88,1,1,Maintenance,0
FL20070,N30137,B6,JFK,ATL,Airbus A330,6,355.1,30.4,20.21,2414,3214,3108,169,134,80,7990,4,2,9,759,124,2077,146,13945,63,37,24,7,0,Cloudy,56,80,18,7,0,Cloudy,0,0,1,74,1,0,None,0
FL20071,N25678,AA,DFW,SEA,Boeing 787,1,295.0,42.6,12.66,2560,2373,3017,218,140,100,3831,11,0,5,1657,232,1608,11,11708,57,83,15,9,0,Clear,69,36,20,9,1,Cloudy,1,0,1,90,0,0,None,0
FL20072,N29612,DL,LAX,PHX,Airbus A330,9,349.3,36.0,12.84,2282,2802,3047,226,193,87,2096,7,2,11,369,72,1940,82,7437,85,20,21,10,0,Clear,91,66,17,7,0,Clear,0,0,0,74,0,0,None,0
FL20073,N78371,WN,DEN,SFO,Boeing 777,9,345.6,36.0,17.21,2395,2943,3107,190,131,91,7744,2,6,11,965,139,4501,43,4452,29,51,19,3,1,Rainy,30,80,11,7,0,Clear,0,0,1,78,0,0,None,0
FL20074,N36786,NK,SFO,EWR,Airbus A330,10,355.4,54.8,16.19,2153,2508,2775,218,127,84,8222,2,1,7,2559,342,2609,59,11362,48,20,14,9,0,Clear,38,67,17,9,0,Clear,1,0,0,68,1,1,Maintenance,0
FL20075,N17365,AA,LAS,IAH,Boeing 737,9,284.4,49.8,13.77,2565,2752,3048,187,129,85,2008,6,6,21,1219,174,4875,16,3666,86,81,6,1,1,Foggy,98,75,19,8,0,Cloudy,1,0,0,66,0,0,None,0
FL20076,N69024,B6,DFW,SFO,Embraer E175,5,328.9,31.6,8.94,2373,2841,3199,194,93,100,574,1,6,18,1461,203,3773,20,9217,39,83,22,10,0,Cloudy,46,36,22,7,0,Clear,0,0,1,69,1,1,Maintenance,0
FL20077,N85493,AA,MCO,LAS,Boeing 787,3,389.3,25.3,17.85,2454,3405,2893,187,90,100,9798,1,1,17,2035,274,2103,168,11349,35,77,21,10,0,Cloudy,41,26,9,8,0,Clear,0,0,0,82,1,1,Maintenance,0
FL20078,N44095,NK,DEN,MIA,Boeing 737,2,358.5,33.0,15.16,2660,2853,3036,191,179,100,7052,5,1,19,1707,238,482,101,1927,52,41,8,9,0,Clear,58,69,10,8,0,Cloudy,1,0,0,84,1,0,None,0
FL20079,N68652,F9,EWR,CLT,Embraer E175,9,424.1,32.4,7.2,2665,3224,3159,237,134,86,798,11,3,8,528,88,3345,170,13438,66,46,20,7,0,Clear,66,57,9,7,0,Cloudy,1,0,1,71,0,0,None,15
FL20080,N16533,UA,SEA,DFW,Airbus A330,16,344.0,29.7,12.96,2414,3176,3107,198,149,76,3630,2,2,8,1657,230,4628,56,2126,33,65,7,10,0,Cloudy,35,50,5,10,0,Clear,1,0,1,58,1,0,None,0
FL20081,N99289,AA,SEA,ATL,Airbus A320,4,381.7,35.9,19.79,2557,3352,2851,220,156,92,7816,8,6,10,2177,282,866,122,14258,75,29,8,10,0,Clear,70,68,8,9,0,Cloudy,3,0,0,83,0,0,None,0
FL20082,N98384,NK,LAS,SEA,Boeing 787,11,362.8,28.6,11.24,2446,3115,3178,181,166,89,3761,5,1,11,866,124,2164,84,8855,73,64,26,3,1,Rainy,64,84,28,2,1,Rainy,1,0,0,73,0,0,None,15
FL20083,N18064,UA,MCO,CLT,Boeing 777,18,350.9,39.1,17.1,2514,2739,3280,203,147,80,4591,4,4,6,469,86,4681,43,3586,68,31,10,9,0,Clear,64,36,7,8,0,Clear,1,0,1,58,0,0,None,0
FL20084,N51567,F9,SFO,DEN,Airbus A330,18,436.9,44.4,12.03,2467,3173,2960,194,163,79,2893,7,0,21,965,149,411,152,1155,93,22,15,7,0,Clear,85,83,8,9,0,Clear,1,1,2,56,1,1,Maintenance,0
FL20085,N87828,WN,LAX,MCO,Airbus A320,6,314.9,47.4,9.44,2060,2562,2896,198,142,92,5457,10,3,5,2213,290,1413,42,9492,54,22,23,8,0,Clear,55,62,6,10,0,Clear,1,0,0,81,0,0,None,15
FL20086,N67138,WN,JFK,DFW,Airbus A320,13,373.2,34.2,14.27,2561,2965,3004,179,174,85,8676,3,2,10,1388,191,4492,50,572,56,40,7,1,1,Foggy,53,78,18,7,0,Cloudy,0,0,0,68,1,1,Maintenance,0
FL20087,N67369,B6,MCO,DFW,Airbus A330,13,405.0,34.9,15.51,2528,2765,2904,208,174,100,4369,1,5,19,983,137,4151,119,1964,28,68,5,9,0,Clear,47,42,18,10,0,Cloudy,1,0,0,64,0,0,None,0
FL20088,N24810,WN,BOS,LAX,Boeing 787,4,347.1,24.2,11.89,2701,2722,2743,193,160,95,5515,10,4,9,2605,347,93,129,7712,71,57,7,7,0,Clear,66,80,24,7,0,Cloudy,0,0,0,86,0,0,None,0
FL20089,N45091,WN,ORD,DEN,Boeing 777,15,320.8,39.6,11.63,2887,2979,2884,186,138,72,7512,3,0,15,886,138,4548,44,7820,60,59,6,8,0,Clear,59,31,8,8,0,Clear,0,0,0,67,1,1,Maintenance,0
FL20090,N61086,NK,SFO,JFK,Boeing 787,3,372.3,41.6,5.13,2520,3090,3227,216,148,73,2024,3,3,11,2580,340,3949,118,11379,71,69,23,4,1,Rainy,56,37,22,2,1,Rainy,1,1,0,90,0,0,None,0
FL20091,N53434,DL,MCO,ATL,Embraer E175,8,397.1,32.3,9.45,2289,2755,3124,216,120,95,2284,9,1,6,404,69,2794,177,1363,63,41,8,3,1,Foggy,63,42,15,8,0,Cloudy,1,0,2,74,1,0,None,45
FL20092,N92866,UA,MCO,ORD,Boeing 787,6,388.0,30.1,21.38,2513,2835,2793,198,91,77,9454,2,6,10,1006,143,190,173,13808,44,63,19,7,0,Clear,44,30,19,7,0,Clear,0,1,0,87,1,0,None,15
FL20093,N78257,NK,DFW,LAS,Airbus A320,3,322.8,46.0,19.8,2855,2942,3153,213,108,87,5195,12,0,14,1053,154,2985,121,4397,25,44,21,2,1,Rainy,34,82,18,5,1,Rainy,1,1,1,84,1,0,None,0
FL20094,N75540,F9,BOS,EWR,Boeing 787,10,318.5,32.8,18.6,2642,3073,2796,200,130,89,7703,9,0,22,200,57,3416,26,14139,71,87,18,9,0,Cloudy,70,63,20,10,0,Clear,0,0,0,76,1,0,None,0
FL20095,N44532,AA,MCO,PHX,Airbus A320,4,407.6,40.0,12.69,2542,3078,3170,203,124,94,7119,9,5,19,1845,252,416,170,7404,50,32,11,8,0,Clear,63,28,10,7,0,Clear,1,0,0,79,0,0,None,0
FL20096,N10321,AA,MIA,EWR,Boeing 777,7,342.4,34.0,16.78,2494,2325,3037,183,150,79,8493,1,1,11,1087,155,980,120,11579,36,43,24,7,0,Cloudy,25,36,22,10,0,Cloudy,0,0,0,79,1,0,None,0
FL20097,N95057,AS,DFW,DEN,Embraer E175,1,307.5,43.3,14.05,2636,2965,3268,184,85,98,4910,7,1,16,640,114,4070,71,5762,75,81,5,7,0,Clear,72,76,13,10,0,Cloudy,2,0,2,76,0,0,None,0
FL20098,N96122,B6,DFW,JFK,Airbus A320,0,382.7,31.1,11.45,2648,2639,2841,203,156,100,3066,9,1,21,1388,205,2189,170,875,50,27,10,1,1,Foggy,55,21,21,7,0,Clear,1,0,0,88,0,0,None,15
FL20099,N25225,WN,IAH,SEA,Boeing 787,4,352.6,39.3,12.44,3013,3023,3066,204,211,100,5480,8,4,9,1872,261,2645,61,11422,75,36,15,7,0,Cloudy,94,38,19,7,0,Clear,0,0,0,81,1,0,None,30
FL20100,N36307,B6,CLT,BOS,Boeing 737,9,320.6,38.4,14.12,2581,3706,2735,199,165,88,6329,4,2,21,727,125,161,3,10186,67,85,23,3,1,Rainy,50,56,22,10,0,Clear,0,0,1,66,0,0,None,0
FL20101,N92158,WN,LAS,PHX,Airbus A330,7,373.0,31.9,15.01,2619,3060,2730,201,150,87,4553,8,2,19,255,53,4025,140,1840,73,27,22,9,0,Clear,76,71,6,9,0,Clear,1,0,0,73,1,0,None,120
FL20102,N86339,F9,DEN,BOS,Boeing 777,14,430.3,28.1,9.2,2762,2804,2770,206,195,77,6175,10,1,13,1749,235,2146,152,5685,62,36,9,9,0,Cloudy,58,25,18,9,0,Cloudy,2,0,0,69,1,0,None,0
FL20103,N41282,DL,SEA,BOS,Boeing 777,15,375.1,27.7,11.19,2453,2836,3167,190,204,75,602,2,1,8,2488,332,4084,80,10610,43,83,19,7,0,Clear,33,58,22,10,0,Cloudy,1,0,2,66,1,0,None,15
FL20104,N29865,WN,CLT,JFK,Airbus A330,16,334.4,31.1,12.7,2567,2661,3103,212,153,82,3674,1,2,19,541,84,3098,26,14033,26,64,32,2,1,Snowy,34,67,7,8,0,Cloudy,0,0,0,63,1,1,Maintenance,0
FL20105,N64807,NK,LAS,JFK,Embraer E175,2,286.4,47.5,13.26,2659,2474,2748,208,150,74,5738,5,3,6,2242,305,3343,36,12393,52,47,22,10,0,Clear,58,75,32,4,1,Rainy,1,0,1,78,0,1,Weather,0
FL20106,N77821,NK,BOS,ATL,Boeing 787,6,344.4,31.4,15.14,2392,3362,3086,209,120,72,5843,4,6,13,945,152,1347,62,3675,65,45,19,3,1,Foggy,63,64,14,7,0,Clear,1,0,0,80,0,0,None,0
