flight_id,aircraft_id,airline,origin_airport,destination_airport,aircraft_type,aircraft_age,engine_temp,oil_pressure,vibration_level,engine_rpm,fuel_consumption_rate,hydraulic_pressure,tire_pressure,brake_temperature,avionics_health_score,operational_hours,month,day_of_week,departure_hour,distance,flight_duration,takeoff_landing_cycles,days_since_last_maintenance,crew_experience,origin_temperature,origin_humidity,origin_wind_speed,origin_visibility,origin_precipitation,origin_weather_condition,destination_temperature,destination_humidity,destination_wind_speed,destination_visibility,destination_precipitation,destination_weather_condition,previous_delays_count,previous_cancellations_count,previous_maintenance_issues,aircraft_reliability_score,equipment_failure,flight_cancelled,cancellation_reason,delay_minutes
FL20015,N47771,NK,EWR,CLT,Boeing 787,0,372.4,22.3,8.31,2479,2954,2803,173,100,91,4590,8,5,8,528,91,4813,175,14039,76,60,9,9,0,Clear,93,27,18,7,0,Cloudy,0,0,0,89,1,0,None,45
FL20016,N10706,B6,DEN,IAH,Boeing 777,9,346.2,55.8,10.96,2454,2792,3059,233,212,100,3498,1,1,6,861,125,3095,50,4609,30,43,18,7,0,Clear,37,86,15,7,0,Clear,1,0,0,74,0,0,None,0
FL20017,N65717,B6,SEA,DEN,Airbus A330,9,331.3,38.3,9.9,2636,3075,2981,206,119,95,999,2,1,14,1022,147,2849,54,5010,27,70,16,8,0,Cloudy,41,60,9,9,0,Clear,1,0,0,77,1,0,None,15
FL20018,N19319,DL,CLT,BOS,Airbus A330,11,391.7,44.4,16.43,2619,3378,2838,190,126,90,9651,8,0,18,727,120,805,125,11781,78,34,9,8,0,Clear,71,70,14,9,0,Clear,1,0,0,67,1,0,None,30
FL20019,N14606,AA,EWR,MIA,Airbus A330,14,433.2,40.4,16.48,2242,3496,3176,180,155,96,3846,9,0,17,1087,154,3146,161,2618,71,45,11,7,0,Clear,57,33,19,1,1,Foggy,0,0,0,66,1,1,Maintenance,0
FL20020,N99017,AS,DFW,MIA,Airbus A320,13,365.5,34.4,8.11,2284,2549,2887,198,124,74,2977,4,0,20,1120,173,1130,123,3478,71,66,16,2,1,Rainy,61,44,21,9,0,Clear,0,0,1,68,0,1,Weather,0
FL20021,N91743,AA,MCO,BOS,Boeing 777,12,415.5,22.4,15.91,2396,2439,3221,214,118,86,8056,5,5,14,1122,155,2534,146,2774,73,89,7,9,0,Clear,53,64,6,9,0,Cloudy,1,0,0,73,1,0,None,0
FL20022,N97153,DL,ATL,MCO,Boeing 777,14,355.4,54.9,18.43,2380,3324,2857,203,184,78,9461,2,1,8,404,82,216,49,7429,36,73,19,2,1,Rainy,39,83,29,5,1,Snowy,1,0,0,69,1,1,Maintenance,0
FL20023,N48085,F9,ATL,MIA,Airbus A320,18,445.2,40.8,18.81,2223,3399,3021,205,152,64,1629,8,2,13,596,108,4343,113,2131,91,26,18,9,0,Clear,89,22,16,1,1,Foggy,0,0,2,59,1,1,Maintenance,0
FL20024,N30146,UA,ATL,EWR,Boeing 777,11,346.9,41.3,15.8,2177,3029,3035,188,160,69,7819,3,2,13,744,114,1283,71,10484,62,56,25,5,1,Rainy,62,59,6,8,0,Clear,0,0,0,76,0,0,None,0
FL20025,N66669,F9,LAX,MIA,Boeing 787,2,342.1,36.8,4.86,2321,2807,3169,206,154,94,2234,3,5,10,2338,308,1570,96,7297,74,61,7,8,0,Cloudy,66,44,20,10,0,Cloudy,0,0,1,87,1,0,None,0
FL20026,N37370,NK,LAX,DEN,Embraer E175,6,346.2,45.3,9.57,2346,3330,3142,195,146,86,661,7,0,11,860,140,2029,89,4745,98,60,5,7,1,Cloudy,87,89,16,7,0,Clear,0,1,0,75,0,0,None,0
FL20027,N66211,AS,BOS,MIA,Airbus A330,6,324.5,40.5,20.58,2533,2395,2921,196,144,100,8953,11,1,6,1260,182,676,27,10763,73,61,20,8,0,Clear,57,54,17,10,0,Clear,0,0,1,77,1,0,None,0
FL20028,N55544,AS,LAX,SFO,Airbus A330,9,316.3,53.1,10.43,2681,3295,3147,210,103,79,2158,11,3,6,337,65,3481,14,10638,70,82,39,4,1,Rainy,60,32,22,9,0,Clear,1,0,0,73,0,0,None,15
FL20029,N51240,WN,CLT,DEN,Airbus A320,8,305.1,51.6,10.46,2267,2699,2824,179,204,94,807,9,3,6,1334,198,3072,1,9174,69,53,9,9,0,Clear,70,63,9,7,0,Cloudy,0,0,0,78,0,0,None,0
FL20030,N91895,NK,BOS,MCO,Boeing 777,7,340.6,35.0,12.52,2327,2942,2714,206,165,84,5070,2,1,7,1122,169,3260,76,6479,32,54,7,9,0,Clear,29,67,29,4,1,Rainy,1,1,0,83,1,0,None,0
FL20031,N62415,NK,MCO,DFW,Airbus A330,13,390.1,29.9,18.97,2623,2679,3182,215,140,93,2375,2,3,14,983,142,1540,161,9610,32,77,6,8,0,Cloudy,38,61,13,8,0,Clear,1,0,1,62,1,1,Maintenance,0
FL20032,N89064,AA,LAX,ORD,Embraer E175,12,385.8,46.1,9.48,2845,2767,2896,208,186,77,6184,4,0,21,1741,232,2730,120,2480,71,44,24,9,0,Clear,73,73,22,10,0,Cloudy,1,0,1,61,1,1,Maintenance,0
FL20033,N47928,AA,DFW,CLT,Airbus A330,7,388.5,37.5,13.79,2425,3135,2850,192,128,94,5331,6,3,20,933,135,895,126,13700,84,75,10,8,0,Cloudy,79,55,23,10,0,Clear,1,0,2,79,1,0,None,0
FL20034,N57400,AA,ATL,IAH,Airbus A320,3,329.8,27.4,10.46,2517,3044,2904,208,171,71,814,11,2,11,687,109,3239,93,9846,55,32,7,10,0,Clear,71,77,9,8,0,Clear,0,0,0,81,0,0,None,15
FL20035,N38531,DL,SFO,ORD,Boeing 787,0,329.2,37.6,16.24,2618,3179,3169,215,163,97,9775,9,2,20,1841,253,3055,87,4010,70,80,19,8,0,Clear,55,36,41,3,1,Rainy,2,0,0,90,1,1,Maintenance,0
FL20036,N33929,AS,SEA,DFW,Airbus A330,12,374.8,34.2,12.82,2086,3201,3009,213,136,60,3518,7,0,18,1657,234,1844,108,13503,93,26,18,3,1,Rainy,84,70,27,5,1,Rainy,0,0,1,70,1,1,Maintenance,0
FL20037,N45530,DL,DEN,LAS,Airbus A320,0,356.1,28.3,10.98,2148,2673,2821,173,147,100,3591,1,5,22,627,103,3565,159,11882,49,52,10,10,0,Clear,30,85,16,7,0,Clear,1,0,1,87,1,1,Maintenance,0
FL20038,N67320,WN,DFW,IAH,Airbus A320,8,352.8,41.7,14.12,2508,3053,3202,216,154,94,1901,9,3,6,224,46,4899,99,4954,51,79,21,7,0,Clear,71,81,22,8,0,Clear,1,1,1,74,1,0,None,30
FL20039,N14018,AA,SFO,ORD,Embraer E175,4,363.5,30.8,8.81,2582,3394,2919,213,186,91,2145,10,4,22,1841,254,4907,150,1293,55,54,20,10,0,Cloudy,71,80,18,8,0,Clear,1,0,1,76,1,0,None,0
FL20040,N22820,F9,SEA,IAH,Airbus A330,6,348.5,37.3,14.55,2683,3389,2893,206,153,96,4801,2,0,11,1872,245,716,117,8928,41,66,14,10,0,Cloudy,48,61,16,3,1,Foggy,1,0,3,73,1,1,Maintenance,0
FL20041,N89848,NK,ATL,DFW,Airbus A320,2,284.8,40.2,17.02,2293,3333,3319,204,157,91,6028,5,3,11,729,115,1844,11,13266,56,46,21,8,0,Cloudy,72,74,34,3,1,Rainy,0,0,0,85,1,1,Maintenance,0
FL20042,N82482,B6,SFO,CLT,Airbus A320,18,407.9,37.9,15.25,2610,3581,3225,204,151,83,4214,11,6,12,2291,308,4351,133,13863,61,37,25,5,1,Rainy,58,86,11,1,1,Foggy,1,0,1,57,1,0,None,30
FL20043,N13392,WN,LAX,MIA,Boeing 737,0,328.2,47.8,14.24,2453,2719,3261,195,109,75,3696,12,3,9,2338,319,4750,83,2843,49,52,20,9,0,Cloudy,45,86,13,7,0,Clear,0,0,2,80,1,0,None,15
FL20044,N65178,WN,DEN,JFK,Boeing 737,1,332.3,34.3,9.02,2627,3501,3349,196,174,100,6546,3,6,20,1621,224,2575,105,10287,68,78,23,7,0,Cloudy,64,55,19,10,0,Cloudy,0,0,0,86,1,1,Maintenance,0
FL20045,N36698,F9,MCO,ORD,Boeing 777,9,385.6,20.9,12.85,2386,3194,2963,168,111,86,550,5,2,7,1006,147,4381,57,13217,66,22,22,8,0,Clear,61,52,9,7,0,Cloudy,0,0,0,72,1,0,None,0
FL20046,N90192,UA,LAX,DEN,Boeing 777,20,423.0,46.0,11.69,2771,3077,2894,209,151,65,6856,2,2,16,860,138,661,86,13972,34,83,11,10,0,Cloudy,33,75,6,10,0,Cloudy,1,0,1,60,0,0,None,15
FL20047,N56085,AS,SEA,PHX,Airbus A330,3,357.6,25.6,14.23,2454,2762,2893,189,74,87,9917,5,6,5,1107,170,3087,114,6592,64,29,22,9,0,Clear,52,85,13,7,0,Cloudy,2,1,0,83,0,0,None,45
FL20048,N41949,AS,ATL,DFW,Embraer E175,11,389.9,42.7,13.07,2515,2918,3106,187,219,87,1598,2,4,8,729,109,2247,108,2269,43,79,7,7,0,Clear,45,46,8,10,0,Clear,2,0,1,62,0,0,None,0
FL20049,N19223,AA,EWR,IAH,Airbus A320,16,415.5,27.3,13.79,2844,3156,3227,212,127,76,4417,4,3,9,1397,199,3507,121,12548,51,58,8,9,0,Cloudy,52,49,11,8,0,Clear,0,0,0,67,1,0,None,60
FL20050,N92015,DL,DEN,DFW,Airbus A330,6,275.5,29.1,18.1,2775,3108,2763,200,166,73,8126,1,4,5,640,109,3243,37,7837,48,83,35,5,1,Snowy,39,88,17,9,0,Clear,0,0,0,74,0,1,Weather,0
FL20051,N22462,WN,JFK,SFO,Boeing 737,4,317.9,41.5,10.42,2512,2735,3101,219,209,92,1378,7,5,5,2580,347,1975,29,690,88,71,14,9,0,Cloudy,94,29,15,8,0,Clear,1,0,0,80,1,1,Maintenance,0
FL20052,N30556,WN,JFK,LAX,Airbus A330,9,362.0,36.5,10.85,2520,3090,3220,200,116,80,1010,1,4,6,2469,323,2642,52,7226,46,49,8,1,1,Foggy,45,30,23,10,0,Clear,2,0,0,75,1,0,None,0
FL20053,N18549,B6,MIA,LAX,Embraer E175,2,314.1,27.0,13.89,2329,3107,2912,197,183,100,6181,7,5,22,2338,316,300,50,11148,96,76,15,7,0,Clear,74,68,11,7,0,Cloudy,0,0,0,83,1,1,Maintenance,0
FL20054,N92725,B6,SFO,ATL,Boeing 737,5,305.6,49.6,21.4,2430,3361,3252,229,120,100,6124,8,6,12,2134,277,1596,24,5439,77,80,23,7,0,Clear,84,55,10,7,0,Clear,1,0,0,73,1,1,Maintenance,0
FL20055,N17037,WN,SFO,MCO,Boeing 777,6,328.3,36.9,13.12,2852,2710,2979,183,167,88,1728,1,3,18,2441,322,3928,7,1547,31,86,13,7,0,Cloudy,37,37,13,10,0,Clear,0,0,0,78,1,1,Maintenance,0
FL20056,N68290,F9,BOS,CLT,Airbus A330,16,418.0,31.4,19.97,2525,3043,3130,170,157,78,7382,9,6,21,727,116,2927,144,2054,67,65,13,10,0,Cloudy,54,73,6,10,0,Clear,0,0,0,63,1,1,Maintenance,0
FL20057,N52672,AA,MIA,SFO,Embraer E175,13,449.3,38.3,16.4,2601,3423,3099,207,185,77,9631,11,4,16,2581,346,2343,176,7204,68,21,17,4,1,Rainy,71,25,19,9,0,Clear,1,1,1,65,1,0,None,0
FL20058,N17802,B6,IAH,CLT,Boeing 737,11,396.5,27.7,9.86,2510,3261,2814,205,129,85,3276,6,6,16,910,133,4727,133,571,70,43,17,9,0,Clear,82,66,6,8,0,Clear,2,0,1,71,1,0,None,0
FL20059,N40649,B6,SEA,DEN,Embraer E175,12,422.0,34.2,15.31,2800,3530,2816,221,101,80,8505,9,4,11,1022,160,1277,134,3056,67,28,15,9,0,Cloudy,55,86,19,10,0,Cloudy,1,0,1,63,1,0,None,0
FL20060,N44978,WN,DFW,LAS,Airbus A320,10,364.4,39.0,6.93,2102,2844,3179,211,212,79,954,8,1,9,1053,149,2217,65,5325,80,73,12,10,0,Clear,84,47,21,7,0,Cloudy,1,1,0,73,1,1,Maintenance,0
FL20061,N73013,WN,DFW,SFO,Airbus A330,11,406.7,33.6,13.45,2768,3100,2744,210,163,76,3652,1,1,6,1461,200,1955,166,5786,41,65,23,2,1,Rainy,31,60,43,2,1,Snowy,1,0,0,68,1,1,Maintenance,0
FL20062,N66440,NK,ATL,CLT,Airbus A320,11,310.2,39.1,10.9,2626,3145,3123,199,143,76,663,6,6,10,226,51,373,19,4247,78,71,24,10,0,Clear,88,77,5,8,0,Cloudy,0,0,0,73,1,1,Maintenance,0
FL20063,N31612,UA,MCO,CLT,Boeing 777,14,354.0,26.3,11.18,2357,3480,2802,192,154,72,428,5,1,7,469,87,4955,74,3689,71,50,15,9,0,Clear,61,72,12,7,0,Cloudy,0,1,0,65,1,1,Maintenance,0
FL20064,N60015,NK,CLT,PHX,Boeing 737,3,353.0,26.0,13.47,2443,3157,2773,187,107,100,3634,4,0,12,1769,239,2380,128,5509,61,60,20,7,0,Clear,68,65,10,8,1,Cloudy,1,0,1,75,0,0,None,30
FL20065,N37446,UA,IAH,BOS,Boeing 737,0,278.0,35.1,8.53,2474,2532,2860,236,127,86,5649,9,5,20,1594,227,473,7,7560,60,83,20,10,0,Cloudy,52,62,9,7,0,Clear,1,0,0,88,1,0,None,0
FL20066,N90710,NK,MCO,LAX,Boeing 737,24,481.1,41.9,11.93,2816,2868,3269,206,145,60,467,5,6,15,2213,288,1004,125,14093,67,23,17,10,0,Cloudy,61,88,10,10,0,Clear,0,0,0,50,1,0,None,0
FL20067,N60391,DL,IAH,CLT,Airbus A330,7,321.1,38.5,12.11,2537,3041,3257,198,130,88,2118,12,5,17,910,134,944,40,1044,27,83,15,7,0,Clear,40,87,8,8,0,Cloudy,0,2,1,72,0,0,None,60
FL20068,N61735,DL,PHX,JFK,Boeing 777,16,327.1,25.9,13.44,2868,3336,2813,205,137,87,6576,10,6,19,2148,280,3643,30,5620,66,86,16,7,0,Clear,53,30,16,10,0,Clear,0,0,1,64,1,0,None,30
FL20069,N87946,AA,ORD,SFO,Boeing 737,12,424.2,14.7,10.24,2288,2551,2995,188,181,90,5911,7,6,12,1841,249,2909,172,3624,96,48,15,5,1,Rainy,80,69,20,10,0,Clear,2,0,0,71,1,0,None,0
FL20070,N83545,DL,EWR,CLT,Embraer E175,4,395.2,37.9,6.98,2562,3334,3165,195,141,86,3207,1,6,18,528,86,1874,176,3236,29,72,20,10,0,Clear,33,54,16,9,0,Cloudy,1,0,0,71,0,0,None,30
FL20071,N86201,AS,PHX,MCO,Airbus A330,15,450.2,41.1,16.27,3007,2364,3345,224,204,78,2123,8,0,21,1845,258,3285,126,11785,74,57,19,10,0,Clear,78,66,23,10,0,Clear,1,1,0,63,1,0,None,30
FL20072,N73481,NK,SEA,LAS,Embraer E175,10,329.0,34.9,20.21,2965,3061,3398,182,174,87,8730,3,0,16,866,128,1227,104,1648,66,58,9,8,1,Cloudy,54,66,12,8,0,Clear,1,0,3,66,0,1,Weather,0
FL20073,N58986,WN,MCO,ATL,Boeing 777,13,396.2,35.8,19.15,2665,3366,3064,211,158,78,9809,9,5,11,404,83,3422,118,2243,55,60,6,9,0,Clear,72,88,20,10,0,Clear,0,0,0,66,1,1,Maintenance,0
FL20074,N91086,F9,SEA,LAX,Boeing 787,5,365.4,32.3,12.17,2339,3361,3341,217,153,81,390,11,1,21,955,150,4224,105,5456,64,36,7,7,0,Clear,64,89,20,7,0,Cloudy,0,0,0,87,1,0,None,60
FL20075,N32970,WN,MCO,BOS,Boeing 737,15,310.6,35.0,13.72,2626,2437,2735,178,119,62,4335,8,0,19,1122,159,3045,10,12075,96,50,20,10,0,Clear,73,56,6,8,0,Clear,0,0,1,59,1,0,None,0
FL20076,N13823,AS,PHX,MIA,Embraer E175,12,453.4,35.8,16.4,2742,3411,2978,175,98,94,4629,11,2,18,1968,270,2092,159,9895,54,55,18,7,0,Clear,50,23,35,5,1,Rainy,0,0,0,62,1,1,Maintenance,0
FL20077,N59162,AA,SFO,ORD,Boeing 787,6,386.3,42.1,11.41,2606,3158,3266,205,170,86,3840,1,4,22,1841,249,1675,140,13338,49,29,6,3,1,Foggy,47,50,19,8,0,Cloudy,3,0,0,83,0,1,Weather,0
FL20078,N25895,F9,IAH,ORD,Boeing 777,5,325.7,41.3,16.78,2271,2889,3096,186,119,90,105,9,3,14,925,134,133,44,3940,72,33,7,7,0,Cloudy,57,71,10,8,0,Cloudy,0,0,0,86,1,0,None,30
FL20079,N42047,AS,SEA,DFW,Boeing 787,11,387.4,50.5,13.86,2503,3224,3293,191,169,78,7934,11,5,12,1657,224,3135,126,1680,55,35,18,9,0,Clear,65,71,12,9,0,Clear,0,0,0,77,0,0,None,30
FL20080,N86783,UA,ATL,DFW,Embraer E175,5,344.5,42.5,13.52,2475,2642,2911,213,148,89,2066,1,1,12,729,115,1565,74,11211,48,47,17,8,0,Clear,37,81,23,7,0,Clear,2,0,1,73,1,0,None,30
FL20081,N51972,DL,DFW,BOS,Boeing 787,0,311.3,41.2,14.1,2457,3265,3017,185,132,86,4284,11,3,18,1559,224,2143,14,8389,57,32,19,9,0,Cloudy,63,36,15,8,0,Clear,1,0,0,93,0,0,None,90
FL20082,N17340,B6,SEA,DEN,Airbus A320,14,412.8,32.3,17.54,2227,2684,3097,174,120,60,5160,7,1,7,1022,145,3448,178,6902,81,88,19,10,0,Clear,76,47,9,10,0,Clear,1,0,0,64,1,0,None,0
FL20083,N35237,B6,ATL,IAH,Boeing 787,11,351.9,40.3,12.79,2239,3188,2974,192,155,74,7171,9,2,15,687,105,2455,117,8547,51,24,21,9,0,Clear,67,47,17,7,0,Clear,0,0,0,72,0,0,None,60
FL20084,N58978,AA,BOS,SFO,Embraer E175,8,344.8,21.4,20.39,2565,2953,2898,191,148,78,7789,3,2,20,2697,362,2278,45,7781,65,47,13,8,0,Clear,56,25,8,10,0,Clear,1,1,0,66,1,0,None,60
FL20085,N29791,UA,ATL,MCO,Embraer E175,3,390.7,35.0,14.55,2439,2740,2774,231,96,97,4075,1,6,6,404,86,1376,172,9944,35,72,5,7,0,Clear,40,64,29,5,1,Snowy,0,0,0,73,1,1,Maintenance,0
FL20086,N50018,NK,JFK,SEA,Airbus A320,2,271.5,61.7,13.81,2746,3245,3048,198,126,91,8779,11,1,13,2415,323,2198,2,13905,69,21,23,7,0,Cloudy,60,26,19,10,0,Cloudy,0,0,0,85,1,0,None,30
FL20087,N62390,NK,ATL,MCO,Boeing 787,11,320.8,49.9,22.04,2888,2940,2892,208,160,92,7099,9,0,8,404,85,2825,72,11583,62,85,20,7,0,Clear,61,30,15,9,0,Cloudy,0,1,0,77,1,1,Maintenance,0
FL20088,N88935,DL,SFO,PHX,Airbus A330,14,343.7,37.0,15.81,2401,3266,2933,236,125,92,3291,3,2,10,650,101,3158,54,13027,71,77,5,8,0,Clear,61,58,14,7,0,Clear,0,1,0,69,1,0,None,0
FL20089,N82131,NK,ATL,IAH,Embraer E175,3,343.4,50.4,19.62,2678,2988,3016,209,184,94,9712,7,1,18,687,114,4904,114,14221,93,46,9,7,0,Clear,71,27,13,9,0,Cloudy,1,1,1,73,1,1,Maintenance,0
FL20090,N55196,NK,SEA,ORD,Airbus A320,1,349.1,45.2,9.99,2547,2854,3021,206,158,96,3326,4,3,21,1716,229,4075,101,13769,65,58,13,7,0,Cloudy,74,85,18,8,0,Clear,0,1,0,88,0,0,None,15
FL20091,N37542,WN,ATL,MIA,Boeing 737,8,286.3,48.6,14.49,2490,2954,2951,191,162,86,9532,7,4,9,596,105,3837,5,2060,84,62,7,10,0,Cloudy,72,42,17,9,0,Cloudy,1,0,0,70,0,0,None,0
FL20092,N17123,AS,SFO,SEA,Boeing 787,10,416.8,36.0,11.19,2804,3140,3023,194,119,100,2925,3,4,7,679,115,1872,125,2139,55,46,12,7,0,Cloudy,50,70,19,8,1,Cloudy,0,0,0,80,1,0,None,15
FL20093,N76012,DL,ORD,JFK,Airbus A320,1,301.1,48.1,10.38,2256,3602,3175,200,101,97,5404,8,0,18,738,118,623,48,4737,77,58,15,8,0,Cloudy,85,30,14,8,1,Cloudy,1,0,0,87,0,0,None,60
FL20094,N21425,AA,LAX,EWR,Embraer E175,12,377.6,43.3,18.24,2355,3817,3110,205,173,80,2682,10,6,11,2448,329,2735,111,5064,61,54,24,10,0,Clear,73,77,14,9,0,Clear,0,0,0,59,1,0,None,15
FL20095,N29430,AA,LAS,ORD,Boeing 787,6,294.3,48.4,8.63,2379,3293,3351,222,166,100,5743,7,4,16,1510,215,3825,22,12995,82,25,32,4,1,Rainy,76,36,21,10,0,Clear,0,0,1,87,0,0,None,30
FL20096,N81361,WN,SEA,DFW,Airbus A330,8,453.0,28.1,19.17,2050,3387,3240,220,190,85,7251,4,4,6,1657,231,988,134,5562,64,84,21,10,0,Cloudy,68,77,11,8,0,Clear,1,0,1,77,1,0,None,60
FL20097,N29743,NK,ATL,JFK,Embraer E175,9,369.1,38.0,16.27,2620,3678,2882,227,132,87,2308,9,0,15,759,111,321,79,6526,60,25,23,8,0,Clear,60,77,12,10,0,Cloudy,1,0,3,72,1,0,None,0
FL20098,N97866,DL,LAX,MCO,Airbus A320,8,363.0,29.3,12.86,2329,2796,3199,217,132,100,1162,10,0,11,2213,291,2133,88,1229,59,25,11,9,0,Cloudy,60,36,23,7,0,Clear,1,0,1,78,0,0,None,0
FL20099,N46851,F9,DFW,BOS,Airbus A320,10,399.1,27.7,8.97,2481,2806,3109,200,131,86,4349,3,5,6,1559,226,2227,83,5128,67,29,5,7,0,Clear,64,51,9,8,0,Clear,1,0,0,77,1,0,None,0
FL20100,N87365,DL,EWR,PHX,Airbus A330,17,360.7,40.9,19.24,2062,2981,3192,190,150,78,8494,7,5,10,2128,280,1068,23,12767,74,76,9,7,0,Cloudy,79,64,20,10,0,Clear,0,0,1,64,1,1,Maintenance,0
FL20101,N77027,DL,BOS,DFW,Embraer E175,12,397.6,48.7,21.94,2473,3420,3030,187,71,93,6886,3,3,22,1559,223,4983,108,10076,68,40,18,2,1,Rainy,68,85,17,8,0,Clear,1,2,1,67,1,1,Maintenance,0
FL20102,N86781,AS,MCO,PHX,Boeing 737,11,442.8,33.7,16.95,2390,3281,3151,204,133,89,9216,9,4,20,1845,242,1479,152,8843,52,72,14,7,0,Clear,55,39,7,8,0,Cloudy,0,0,0,63,1,1,Maintenance,0
FL20103,N70038,DL,LAS,DEN,Boeing 777,9,423.9,27.0,10.82,2715,2292,2935,196,68,88,1291,4,4,8,627,101,3892,162,6277,55,67,22,7,0,Clear,54,33,17,8,0,Clear,0,0,0,76,1,1,Maintenance,0
FL20104,N10742,AS,LAX,CLT,Boeing 787,9,396.5,27.6,15.0,2475,3089,3064,215,109,75,8588,1,5,14,2120,279,1274,149,6685,34,26,6,8,0,Clear,36,88,8,3,1,Foggy,1,1,0,77,0,0,None,0
FL20105,N34870,B6,JFK,MCO,Boeing 737,0,339.3,25.5,5.41,2421,2905,2897,206,123,93,3140,8,5,15,945,146,985,136,9127,81,46,17,9,0,Clear,77,56,20,5,1,Rainy,0,0,3,85,0,1,Weather,0
FL20106,N95086,NK,IAH,DEN,Boeing 777,19,441.1,28.6,15.87,2417,2655,3135,191,140,96,8527,5,1,15,861,133,2971,121,14008,56,23,17,7,0,Clear,68,26,13,9,0,Clear,1,0,0,64,0,0,None,15
