flight_id,aircraft_id,airline,origin_airport,destination_airport,aircraft_type,aircraft_age,engine_temp,oil_pressure,vibration_level,engine_rpm,fuel_consumption_rate,hydraulic_pressure,tire_pressure,brake_temperature,avionics_health_score,operational_hours,month,day_of_week,departure_hour,distance,flight_duration,takeoff_landing_cycles,days_since_last_maintenance,crew_experience,origin_temperature,origin_humidity,origin_wind_speed,origin_visibility,origin_precipitation,origin_weather_condition,destination_temperature,destination_humidity,destination_wind_speed,destination_visibility,destination_precipitation,destination_weather_condition,previous_delays_count,previous_cancellations_count,previous_maintenance_issues,aircraft_reliability_score,equipment_failure,flight_cancelled,cancellation_reason,delay_minutes
FL20035,N92117,UA,SEA,PHX,Boeing 787,0,276.6,47.8,9.47,2264,2932,3057,200,157,89,4746,7,5,20,1107,159,994,17,6696,97,61,25,5,1,Rainy,84,72,23,3,1,Rainy,0,0,0,89,0,0,None,0
FL20036,N24435,NK,MIA,ATL,Boeing 737,13,410.5,34.1,8.9,2499,3483,3383,221,176,81,579,3,6,9,596,105,1099,120,4834,53,57,15,8,0,Cloudy,59,34,21,4,1,Rainy,1,0,0,68,0,0,None,30
FL20037,N54435,B6,EWR,DFW,Embraer E175,2,280.6,51.0,8.66,2561,2761,3125,213,156,100,2499,2,1,15,1369,195,4494,25,9910,36,78,6,9,0,Cloudy,25,41,11,10,0,Clear,0,0,1,83,0,0,None,30
FL20038,N77238,AA,CLT,PHX,Boeing 787,2,369.8,31.1,9.69,2574,3095,3101,200,117,95,3842,1,1,15,1769,241,3902,70,7661,32,44,13,10,0,Clear,38,30,32,2,1,Rainy,0,0,0,84,1,1,Maintenance,0
FL20039,N12122,WN,DEN,EWR,Boeing 787,2,305.1,36.8,12.58,2311,3045,3288,197,153,83,3215,7,0,19,1600,222,3300,45,4663,81,68,24,9,0,Clear,77,45,19,9,0,Clear,0,0,0,90,1,0,None,0
FL20040,N61532,AS,LAX,EWR,Embraer E175,5,316.4,47.2,13.06,2873,2843,2981,179,151,100,7222,10,3,13,2448,329,1246,46,6202,70,40,17,5,1,Rainy,53,26,6,10,0,Clear,1,0,0,70,1,1,Maintenance,0
FL20041,N36543,UA,EWR,MIA,Boeing 777,16,395.1,37.3,13.41,2642,2938,3213,209,142,67,7859,1,1,19,1087,158,1109,115,12212,43,75,15,7,0,Clear,49,47,7,8,0,Clear,1,0,0,63,1,0,None,0
FL20042,N25397,NK,BOS,ORD,Boeing 737,16,375.4,45.0,18.43,2474,3028,2906,197,145,88,9100,1,3,12,864,123,435,44,13569,36,37,36,5,1,Snowy,37,84,5,10,0,Clear,0,0,0,58,1,0,None,30
FL20043,N13923,UA,ORD,PHX,Airbus A330,3,357.5,37.7,12.39,2605,2612,3051,196,158,90,7515,9,3,17,1437,210,1573,118,1166,56,36,18,8,0,Cloudy,65,56,9,10,1,Cloudy,1,0,0,80,0,0,None,30
FL20044,N20475,AS,SEA,ORD,Embraer E175,10,325.2,39.7,13.52,2484,3521,3195,207,177,77,2563,2,6,21,1716,241,1979,18,7761,25,20,14,7,0,Clear,30,77,19,2,1,Foggy,0,0,0,66,1,1,Maintenance,0
FL20045,N57869,UA,ORD,PHX,Boeing 787,2,395.9,40.0,18.28,2163,2720,3113,198,186,87,9698,1,0,6,1437,201,952,114,9820,27,88,9,7,0,Cloudy,37,31,19,8,0,Clear,0,0,0,90,1,0,None,15
FL20046,N67700,F9,BOS,SEA,Airbus A330,11,434.4,33.2,13.83,2535,3264,3268,218,145,91,7858,6,5,20,2488,321,2447,171,6505,73,76,22,8,0,Clear,84,57,33,3,1,Rainy,0,0,1,71,1,0,None,0
FL20047,N57687,AA,LAS,JFK,Airbus A330,13,434.9,51.1,11.15,2224,3322,2983,201,155,66,2050,4,0,21,2242,295,4812,174,2117,69,43,18,10,0,Clear,52,38,15,2,1,Rainy,1,0,0,63,1,1,Maintenance,0
FL20048,N73858,B6,IAH,MCO,Airbus A330,9,393.3,34.6,8.61,2781,2307,2745,193,156,88,147,5,1,13,852,134,429,90,14175,53,29,9,10,0,Clear,51,46,21,7,0,Cloudy,0,0,1,72,0,0,None,120
FL20049,N19202,AS,ATL,MIA,Airbus A320,16,445.3,42.7,18.49,2673,2846,2966,189,189,73,7258,3,5,9,596,107,4425,143,5613,52,64,24,3,1,Rainy,66,66,15,7,0,Cloudy,1,0,3,63,1,0,None,0
FL20050,N60525,F9,BOS,SEA,Airbus A320,0,335.9,40.0,13.88,2336,2865,3051,195,157,100,4570,8,0,15,2488,331,648,78,7522,84,57,14,10,0,Cloudy,99,36,11,9,0,Cloudy,1,1,1,90,1,0,None,0
FL20051,N82491,AS,EWR,CLT,Airbus A320,2,329.2,35.6,9.42,2572,3392,2879,197,157,100,8746,8,2,11,528,99,2938,91,1499,84,27,19,7,0,Clear,92,43,24,9,0,Clear,2,0,0,88,0,0,None,15
FL20052,N20118,UA,DEN,JFK,Boeing 737,0,369.1,42.0,14.67,2497,3213,2988,209,145,100,1036,6,3,21,1621,218,2155,97,2803,79,34,5,7,0,Clear,99,62,11,10,0,Clear,0,1,2,87,0,0,None,0
FL20053,N76861,DL,LAS,JFK,Boeing 737,21,420.6,52.7,13.65,2295,2860,2914,206,95,84,2631,7,2,10,2242,292,936,132,1540,98,72,7,8,0,Clear,98,69,17,9,0,Clear,1,0,1,56,1,1,Maintenance,0
FL20054,N72084,AA,DEN,BOS,Boeing 777,5,330.3,40.4,11.77,2922,3226,2598,214,157,96,6103,3,3,11,1749,233,2817,35,12329,73,86,5,9,0,Clear,61,51,5,9,0,Clear,0,0,0,84,0,0,None,0
FL20055,N34898,UA,SEA,IAH,Airbus A320,1,343.0,49.3,12.55,2408,2304,3114,211,160,99,2867,3,2,16,1872,249,3017,75,4408,66,50,37,5,1,Rainy,59,75,22,7,0,Cloudy,0,0,0,86,0,0,None,120
FL20056,N81276,NK,PHX,SFO,Embraer E175,8,356.4,40.9,19.77,2267,3241,2974,180,110,100,3739,7,0,6,650,106,1790,71,9536,71,34,24,7,0,Cloudy,91,44,23,9,0,Clear,2,1,1,73,1,0,None,0
FL20057,N36902,UA,EWR,ATL,Airbus A330,7,407.3,33.9,16.42,2295,2743,2892,192,108,93,8349,10,0,17,744,116,311,173,10395,54,59,21,8,1,Cloudy,56,26,27,2,1,Rainy,1,0,0,80,1,0,None,0
FL20058,N19820,AA,MIA,CLT,Embraer E175,1,296.6,43.3,15.56,2770,2622,3390,198,171,91,3120,6,5,11,651,99,2452,14,10797,92,70,10,10,0,Clear,80,79,16,5,1,Rainy,2,0,1,77,1,1,Maintenance,0
FL20059,N76990,F9,IAH,JFK,Airbus A330,7,349.9,41.8,9.58,2894,2553,3463,215,145,95,7365,12,3,8,1415,205,2566,86,3773,39,86,30,2,1,Rainy,44,82,18,7,0,Clear,1,1,0,77,1,0,None,30
FL20060,N25948,NK,JFK,SEA,Airbus A330,18,482.1,48.1,17.91,2295,2996,2822,223,119,80,7824,4,5,19,2415,323,1728,179,2613,68,29,14,8,0,Clear,66,89,8,8,0,Clear,1,0,1,60,0,0,None,45
FL20061,N25950,UA,DEN,LAX,Airbus A320,12,423.4,23.2,13.53,2481,3212,2949,194,93,89,8355,4,4,21,860,133,4301,165,6710,73,76,6,7,0,Clear,74,43,20,9,0,Cloudy,0,0,1,71,1,1,Maintenance,0
FL20062,N81353,B6,EWR,DEN,Airbus A330,6,372.0,39.1,13.01,2421,2870,2864,221,140,94,6707,12,2,8,1600,217,3957,87,6936,37,70,15,7,0,Clear,42,40,17,8,0,Clear,0,0,0,81,1,0,None,0
FL20063,N94975,AS,SFO,CLT,Airbus A330,9,335.7,26.6,15.94,2335,3370,3009,194,123,91,3181,2,5,17,2291,303,3882,70,14421,28,35,7,10,0,Clear,26,61,26,3,1,Rainy,1,0,1,77,0,0,None,0
FL20064,N14533,WN,IAH,PHX,Airbus A330,16,433.3,34.0,11.38,2609,2521,3182,189,134,74,424,10,0,16,1007,154,3705,95,7486,60,63,16,10,0,Clear,68,40,10,10,0,Clear,1,0,0,60,1,0,None,0
FL20065,N13382,DL,MIA,SEA,Boeing 737,24,388.4,49.9,13.34,2461,3648,2810,191,131,60,5797,7,2,12,2721,358,1171,26,5075,93,61,19,10,0,Clear,76,54,8,9,0,Cloudy,0,0,0,50,0,0,None,30
FL20066,N18417,F9,SEA,JFK,Boeing 737,14,402.3,40.0,12.05,2769,2773,3116,227,158,88,2812,2,1,22,2415,314,1658,118,2272,25,71,18,9,0,Clear,40,38,11,3,1,Foggy,1,1,0,60,1,1,Maintenance,0
FL20067,N88291,DL,CLT,SEA,Boeing 787,4,353.5,40.7,21.31,2568,3036,3258,186,147,99,9849,2,6,5,2274,303,923,77,11195,34,49,17,7,0,Cloudy,25,71,19,4,1,Snowy,0,0,0,89,1,1,Maintenance,0
FL20068,N72692,AA,JFK,MIA,Boeing 787,4,280.4,40.1,12.13,2416,3293,2767,229,123,100,813,9,0,9,1091,167,445,11,6643,65,42,43,5,1,Rainy,65,44,34,4,1,Rainy,0,0,0,81,0,1,Weather,0
FL20069,N40708,B6,IAH,JFK,Airbus A320,2,348.6,58.0,10.97,2677,2931,3072,183,100,96,7250,10,4,14,1415,199,1316,54,4609,68,60,13,8,0,Cloudy,61,76,18,7,0,Cloudy,0,0,0,89,0,0,None,0
FL20070,N13147,F9,LAX,IAH,Boeing 737,23,349.5,32.5,16.26,2173,3008,3011,224,149,75,9187,7,2,16,1376,194,233,42,1670,90,65,11,10,0,Clear,75,49,21,9,0,Clear,0,0,0,50,0,0,None,0
FL20071,N42997,NK,CLT,IAH,Boeing 737,20,463.1,34.0,18.47,2579,2656,3307,202,102,89,6394,9,1,14,910,143,4157,158,4547,50,34,9,10,0,Cloudy,56,84,21,9,0,Clear,0,0,0,52,1,0,None,0
FL20072,N78882,F9,IAH,LAX,Boeing 737,24,453.0,32.6,16.13,2501,2837,2588,201,129,84,3565,3,6,22,1376,196,2660,90,7749,55,44,7,10,0,Clear,53,49,42,5,1,Rainy,0,0,1,50,1,1,Maintenance,0
FL20073,N94141,B6,MCO,EWR,Airbus A320,8,343.3,37.0,9.4,2679,2986,2780,211,173,93,1483,11,5,12,938,133,2325,72,11064,68,39,16,7,1,Cloudy,72,68,9,10,0,Clear,0,0,0,77,0,0,None,0
FL20074,N55797,AA,ATL,ORD,Airbus A320,2,338.3,38.2,10.58,2733,2676,3027,198,192,87,9387,12,6,17,606,102,3872,103,3360,29,30,16,5,1,Rainy,33,30,17,1,1,Foggy,0,2,0,84,0,1,Weather,0
FL20075,N25226,AA,EWR,DFW,Boeing 787,0,359.3,33.6,13.06,2651,2713,3133,207,137,82,2287,10,3,6,1369,197,1865,120,11802,67,81,21,10,0,Clear,70,70,20,9,0,Clear,0,0,0,87,1,0,None,0
FL20076,N54517,WN,MIA,DFW,Boeing 777,9,314.0,46.3,13.67,2624,2799,3006,201,170,64,5473,1,0,20,1120,172,949,30,7367,41,29,11,8,0,Clear,44,46,17,10,0,Clear,0,0,0,77,0,0,None,30
FL20077,N64380,AS,JFK,DFW,Airbus A320,16,457.6,37.4,19.61,2475,2734,2754,196,118,80,1751,7,3,12,1388,198,3580,154,10079,85,27,15,9,1,Cloudy,87,31,7,10,0,Clear,0,0,0,63,1,1,Maintenance,0
FL20078,N18078,DL,CLT,DEN,Airbus A330,10,360.5,40.5,16.87,2394,3348,3068,216,182,97,6729,2,4,6,1334,181,2356,86,6615,46,29,5,8,0,Clear,33,58,34,2,1,Rainy,2,1,1,69,1,1,Maintenance,0
FL20079,N80145,UA,CLT,JFK,Airbus A330,6,397.3,29.8,14.8,2582,3075,2772,187,175,71,5318,9,3,22,541,102,291,128,12711,70,61,15,7,0,Clear,60,42,21,7,0,Clear,0,0,0,75,0,0,None,0
FL20080,N22844,AS,SFO,SEA,Embraer E175,9,374.2,38.1,11.38,2652,3234,3152,197,108,80,753,3,1,16,679,118,2548,87,13667,64,66,12,10,0,Clear,56,33,36,5,1,Rainy,0,1,1,72,0,0,None,15
FL20081,N93124,WN,MIA,BOS,Airbus A330,6,355.1,41.4,14.72,2372,2758,3029,214,190,88,4387,5,5,12,1260,171,4060,43,13178,69,45,8,8,0,Clear,53,24,14,10,0,Clear,2,0,0,76,1,0,None,0
FL20082,N57384,AS,ORD,LAS,Boeing 777,13,443.9,28.7,12.26,2644,2536,2972,217,152,92,6763,1,2,9,1510,203,4480,177,12173,30,71,24,8,0,Clear,40,56,15,8,0,Cloudy,1,0,2,70,1,1,Maintenance,0
FL20083,N71042,WN,EWR,CLT,Boeing 777,19,409.2,40.3,16.51,2406,2323,3331,190,95,61,7595,11,1,10,528,90,3269,99,14608,65,29,14,9,0,Clear,53,73,8,9,0,Clear,0,1,0,61,1,0,None,0
FL20084,N97126,WN,IAH,PHX,Boeing 737,19,431.2,28.0,17.98,2350,2845,3013,189,181,60,1720,8,0,7,1007,157,4239,164,9644,76,31,13,9,0,Clear,94,60,10,10,0,Clear,0,0,1,55,1,0,None,0
FL20085,N83817,UA,LAX,DEN,Boeing 777,6,380.1,43.4,17.96,2729,2456,2795,227,132,77,7375,8,4,15,860,126,255,100,2676,89,65,22,4,1,Rainy,70,82,20,10,1,Cloudy,1,0,0,79,1,0,None,0
FL20086,N86594,B6,DFW,DEN,Airbus A320,0,342.5,36.0,12.32,2422,2956,2822,167,213,96,3355,5,6,21,640,98,2790,124,4446,56,36,13,9,0,Cloudy,67,48,8,9,0,Clear,2,0,0,91,1,1,Maintenance,0
FL20087,N35301,AS,ATL,MCO,Embraer E175,11,385.6,32.3,13.94,2472,2422,2882,176,134,89,9464,5,0,10,404,69,3278,72,11641,73,21,18,8,0,Clear,58,77,12,8,0,Clear,0,0,0,64,1,1,Maintenance,0
FL20088,N13877,AA,DEN,PHX,Airbus A320,16,428.8,37.9,23.21,2526,3200,3251,183,142,85,9033,10,1,10,601,98,4315,106,12236,60,81,17,9,1,Cloudy,60,60,16,7,0,Clear,1,1,0,65,1,0,None,30
FL20089,N96935,DL,JFK,MCO,Boeing 777,20,374.1,32.2,11.19,2425,3327,2844,194,114,83,8133,12,5,12,945,141,3075,51,3638,34,70,6,8,0,Clear,43,55,23,9,0,Clear,2,0,0,63,1,1,Maintenance,0
FL20090,N99874,F9,DEN,MCO,Embraer E175,8,348.6,41.2,10.1,2686,3462,2991,178,211,84,1727,5,6,15,1544,224,1738,31,8339,51,81,5,7,0,Clear,63,40,22,7,0,Clear,1,1,1,71,1,0,None,15
FL20091,N85899,NK,MIA,DFW,Boeing 787,1,358.7,28.0,18.25,2191,3052,2698,202,137,71,9254,2,1,17,1120,172,4408,177,13582,29,89,36,3,1,Snowy,43,63,44,5,1,Snowy,0,0,0,90,1,1,Maintenance,0
FL20092,N20076,F9,SEA,ORD,Airbus A320,5,386.3,50.2,14.65,2454,3249,3033,179,148,82,7447,7,3,13,1716,239,4284,123,6014,94,24,13,10,0,Clear,78,30,23,7,1,Cloudy,0,0,0,75,1,1,Maintenance,0
FL20093,N11716,F9,DFW,JFK,Boeing 777,14,394.1,36.8,19.78,2655,3107,2782,204,140,81,4238,10,3,17,1388,202,885,75,4986,58,56,16,10,0,Clear,73,54,28,5,1,Rainy,1,0,0,72,0,0,None,15
FL20094,N99391,B6,BOS,MIA,Boeing 737,3,324.3,44.4,14.93,2848,3247,2795,189,176,74,5124,1,0,16,1260,178,734,71,2446,29,82,17,7,0,Cloudy,46,28,16,4,1,Rainy,0,0,0,77,1,0,None,0
FL20095,N41376,WN,MCO,DFW,Boeing 737,23,480.4,51.3,16.03,2559,3201,2829,173,135,61,6724,1,6,19,983,144,3526,133,12624,39,27,22,8,0,Clear,30,44,11,8,0,Clear,0,0,0,52,1,1,Maintenance,0
FL20096,N20728,WN,DFW,SEA,Boeing 737,19,385.1,34.0,15.08,2378,3535,3069,196,152,72,4344,12,2,10,1657,232,2261,108,2974,28,47,40,5,1,Snowy,38,25,13,10,0,Clear,0,0,0,60,1,1,Maintenance,0
FL20097,N23843,UA,MIA,EWR,Embraer E175,4,367.9,20.6,13.26,2381,2760,2930,201,126,78,9145,10,1,20,1087,163,4489,119,3597,51,45,36,4,1,Rainy,64,29,8,7,0,Cloudy,0,0,0,78,1,1,Maintenance,0
FL20098,N29909,F9,CLT,LAX,Embraer E175,9,414.0,17.6,15.58,2150,2850,3192,209,207,88,5023,8,2,7,2120,289,2912,171,6311,71,71,24,9,0,Cloudy,87,85,22,8,0,Clear,1,0,0,68,1,1,Maintenance,0
FL20099,N36667,WN,DFW,MIA,Boeing 787,9,396.3,33.4,6.47,2690,2855,3037,203,131,84,2193,6,3,18,1120,155,3287,127,9905,76,63,11,9,0,Clear,80,21,9,9,0,Clear,2,0,0,82,1,1,Maintenance,0
FL20100,N46086,AA,LAS,LAX,Boeing 787,3,342.6,44.0,11.45,2550,3475,3249,212,113,100,5595,6,3,20,236,65,2953,106,13936,94,51,36,5,1,Rainy,74,45,5,8,0,Cloudy,1,0,1,87,1,1,Maintenance,0
FL20101,N95648,UA,MIA,DFW,Airbus A330,13,366.9,36.4,14.72,2368,3165,2939,207,135,84,7591,2,0,19,1120,154,824,86,14415,37,74,14,8,0,Clear,28,85,14,8,0,Clear,2,0,0,63,0,0,None,0
FL20102,N27084,AA,LAS,IAH,Embraer E175,7,330.8,27.8,11.94,2265,2826,2877,200,169,84,9460,5,4,10,1219,167,1838,118,1664,62,62,17,10,0,Clear,64,74,18,5,1,Rainy,0,0,0,66,1,1,Maintenance,0
FL20103,N47694,UA,DEN,CLT,Airbus A330,19,376.5,47.8,8.28,2425,3199,3081,213,161,87,2952,3,5,22,1334,188,1259,68,4940,54,74,27,4,1,Rainy,74,82,19,7,0,Clear,1,0,0,55,0,0,None,0
FL20104,N31450,UA,MCO,JFK,Airbus A320,6,344.9,33.2,12.24,2431,3157,2726,196,109,100,1573,5,4,11,945,135,3644,81,2942,55,34,9,7,0,Clear,63,82,21,9,0,Cloudy,2,0,0,76,1,0,None,0
FL20105,N36742,UA,PHX,SFO,Boeing 777,18,367.1,61.6,12.57,2705,2550,2586,211,180,71,1020,7,6,14,650,116,547,95,6665,86,63,22,9,0,Clear,74,55,12,10,0,Clear,0,0,1,58,0,0,None,30
FL20106,N58224,UA,ORD,SFO,Airbus A330,7,305.6,47.2,19.44,2736,2816,2987,200,165,97,5740,11,6,19,1841,250,2635,24,12276,62,33,34,2,1,Rainy,57,55,11,3,1,Foggy,0,1,0,72,1,1,Maintenance,0
